"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUOTHER"
85340,"H",2,900,1,42,1000000,1001264,45,2,1,1,2,1,1,3,2,2,1,2,0,2,2,100,2,2,2,80,1,3,600,1,0,1,2,600,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,175000,2,600,7,3,0,0,0,74500,4,0,0,0,0,1,1,74500,9,0,4,4,4,1,1,1,5,0,2,0,0
85396,"H",2,2701,1,42,1000000,1001264,158,1,1,1,0,0,1,1,7,2,0,2,0,2,2,80,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,230,7,0,0,0,0,0,0,0,0,1299,31,1,6,50000,9,0,4,4,4,1,1,1,3,0,0,0,0
85455,"H",2,3800,1,42,1000000,1001264,443,1,1,3,0,0,1,0,4,0,0,2,0,0,0,110,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,1,1,650,1,9,0,1,0,1,1,3,1,0,0,0,600,7,0,0,1,1,0,0,0,0,810,36,1,6,27100,9,0,4,4,4,1,1,1,1,0,0,0,0
85476,"H",2,3303,1,42,1000000,1001264,271,3,1,1,1,0,1,3,3,1,2,1,0,2,2,200,2,1,2,3,1,3,0,2,0,2,0,0,0,0,2,1,6,2,140,1,9,2,1,0,1,1,3,1,0,0,1,190,3,7,0,1,0,14000,1,0,0,356,31,1,3,14000,9,0,1,1,1,1,1,1,1,2,3,0,0
85581,"H",2,2702,1,42,1000000,1001264,72,2,1,1,1,0,1,3,2,2,2,2,0,2,2,60,2,2,2,120,1,1,600,1,0,1,2,960,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,235000,3,1200,8,1,0,0,0,113020,4,0,0,0,0,1,1,113020,9,0,4,4,4,1,1,1,5,0,2,0,0
85606,"H",2,300,1,42,1000000,1001264,47,2,1,1,1,0,1,4,2,1,2,2,0,2,2,50,2,2,2,230,1,1,820,1,0,1,2,100,2,1,2,1,12,0,0,1,9,2,1,0,1,2,1,1,0,170000,2,900,1,1,1,0,1,195000,4,0,0,0,0,1,1,195000,9,0,4,4,4,1,1,1,6,0,2,0,0
85705,"H",2,2500,1,42,1000000,1001264,123,1,1,1,1,0,1,3,2,2,2,2,0,2,2,50,2,2,2,70,2,1,430,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,180,8,0,0,0,0,0,0,0,1,0,0,1,6,30600,9,0,4,4,4,1,1,1,5,0,0,0,-7.27595761418343e-12
85748,"H",2,2002,1,42,1000000,1001264,45,4,1,1,1,0,1,3,2,2,2,2,0,2,2,180,2,1,2,140,1,1,610,1,0,1,2,630,2,1,2,1,6,0,0,1,9,2,1,630,1,1,1,1,0,99000,2,1400,2,7,0,0,0,121560,2,0,0,0,0,1,3,121560,9,1,2,4,2,1,1,2,7,0,4,0,-1.45519152283669e-11
85749,"H",2,1701,1,42,1000000,1001264,113,1,1,1,0,0,1,0,8,1,0,2,0,2,2,1,2,2,2,1,1,3,0,1,0,1,0,0,0,0,2,1,1,2,790,1,9,2,1,0,1,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,790,14,3,4,70000,9,0,4,4,4,1,1,1,1,0,0,0,0
85786,"H",2,3203,1,42,1000000,1001264,164,2,1,1,1,0,1,2,3,1,2,2,0,2,2,100,2,2,2,100,1,1,0,2,0,2,0,0,0,0,2,1,7,2,770,1,9,2,1,0,1,1,3,1,0,0,2,60,1,0,0,0,1,0,0,0,0,975,94,1,7,12400,9,0,4,4,4,1,1,1,3,0,0,0,0
85913,"H",2,900,1,42,1000000,1001264,105,4,1,1,1,0,1,4,2,1,2,2,0,2,1,250,2,2,2,370,1,1,1400,1,0,2,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,325000,2,1600,1,4,0,0,0,50,4,0,0,0,0,1,1,50,9,0,4,4,4,1,1,1,4,0,4,0,0
85949,"H",2,2100,1,42,1000000,1001264,48,1,1,3,1,0,1,2,2,0,2,2,0,0,0,100,0,2,2,70,2,1,430,1,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,2,1100,4,0,0,0,1,0,0,0,0,0,0,1,4,99700,9,0,4,4,4,1,1,1,3,0,0,0,-7.27595761418343e-12
85956,"H",2,702,1,42,1000000,1001264,29,2,1,1,2,1,1,3,2,2,2,2,0,2,2,130,2,2,2,270,1,1,960,1,0,1,2,410,2,1,2,1,11,0,0,1,9,2,1,1900,1,1,1,1,0,450000,4,2,6,2,0,0,0,153600,4,0,1,0,0,1,1,153600,9,0,4,4,4,1,1,1,6,0,2,0,1.81898940354586e-12
85972,"H",2,801,1,42,1000000,1001264,46,6,1,1,1,0,1,4,2,1,2,2,0,2,2,200,2,1,2,3,1,1,0,1,0,1,0,0,0,0,2,1,8,2,730,1,9,2,1,0,1,1,3,1,0,0,1,50,5,2,1,1,1,42000,2,0,0,934,27,1,1,42000,9,0,2,2,2,1,1,1,5,2,6,0,-7.27595761418343e-12
86040,"H",2,4001,1,42,1000000,1001264,129,3,1,1,2,1,1,4,2,1,2,2,0,2,2,100,2,2,2,90,1,1,890,1,0,1,1,1600,1,1,2,1,9,0,0,1,9,1,1,0,1,1,1,1,0,370000,2,50,14,1,0,0,0,142150,2,0,0,0,0,1,1,142150,9,0,2,2,2,1,1,1,3,1,3,0,1.09139364212751e-11
86062,"H",2,1701,1,42,1000000,1001264,53,3,1,1,1,0,1,5,2,2,2,2,0,2,2,250,1,2,2,2,1,1,600,1,0,2,2,1100,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,450000,3,1200,1,3,0,0,0,98000,4,0,1,0,0,1,1,98000,9,0,4,4,4,1,1,1,6,0,3,0,3.63797880709171e-12
86205,"H",2,400,1,42,1000000,1001264,85,6,1,1,1,0,1,4,2,1,2,2,0,2,2,150,2,2,2,30,1,1,570,1,0,1,1,930,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,168000,2,770,4,1,1,0,1,103000,2,0,0,0,0,1,1,103000,9,0,3,2,2,1,1,1,3,1,4,0,0
86233,"H",2,3206,1,42,1000000,1001264,68,1,1,1,0,0,1,2,5,2,0,2,0,2,2,180,2,2,2,20,1,1,1200,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,50,1,0,0,0,0,0,0,0,0,0,0,1,4,32000,9,0,4,4,4,1,1,1,1,0,0,0,3.63797880709171e-12
86238,"H",2,701,1,42,1000000,1001264,90,2,1,1,1,0,1,3,2,2,2,2,0,2,1,80,2,2,2,40,1,1,1300,1,0,2,2,210,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,90000,2,1200,2,7,0,0,0,39000,4,0,0,0,0,1,3,39000,9,0,4,4,4,1,1,1,5,0,2,0,0.00100000000020373
86246,"H",2,2702,1,42,1000000,1001264,81,2,1,3,1,0,1,5,3,0,2,2,0,0,0,50,0,2,2,420,2,1,500,2,0,0,0,0,0,3,0,1,9,0,0,1,9,0,1,0,1,1,2,1,0,65000,1,700,1,8,0,0,0,29600,4,0,0,0,0,1,3,29600,9,0,4,4,4,1,1,1,6,0,2,0,0.000999999996565748
86298,"H",2,1801,1,42,1000000,1001264,147,4,1,1,1,0,1,3,2,1,2,2,0,2,2,150,1,2,2,100,1,1,1600,1,0,2,2,2300,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,3,700,5,2,1,0,1,145800,4,0,1,0,0,3,1,145800,9,0,4,4,4,1,1,2,6,0,4,0,-7.27595761418343e-12
86322,"H",2,1807,1,42,1000000,1001264,192,2,1,1,1,0,1,4,2,2,2,1,0,2,2,70,2,2,2,100,2,1,700,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,245000,1,1300,5,3,0,0,0,38200,4,0,0,0,0,1,1,38200,9,0,4,4,4,1,1,1,7,0,2,0,-7.27595761418343e-12
86326,"H",2,3504,1,42,1000000,1001264,199,2,1,1,0,0,1,1,8,1,0,2,0,2,1,180,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,3,2,700,1,9,2,1,0,1,1,3,1,0,0,2,2,6,8,0,1,0,0,4,0,0,880,0,1,3,0,9,0,4,4,4,1,1,1,1,0,2,0,0
86348,"H",2,2902,1,42,1000000,1001264,83,3,1,1,1,0,1,2,2,2,2,2,0,2,2,100,2,1,2,10,1,1,900,1,0,1,1,1000,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,840,1,7,1,0,1,26950,4,0,0,0,0,1,3,66950,9,0,4,4,4,1,1,1,3,0,2,0,0.00100000000384171
86353,"H",2,600,1,42,1000000,1001264,100,1,1,1,1,0,1,2,2,2,2,2,0,2,2,250,2,2,2200,30,2,3,540,1,0,1,1,990,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,120000,1,720,6,0,0,0,0,0,0,0,1,0,0,1,4,38400,9,0,4,4,4,1,1,1,6,0,0,0,139443.533
86371,"H",2,803,1,42,1000000,1001264,43,2,1,1,2,1,1,2,2,1,2,2,0,1,2,330,2,2,2,3,1,3,0,2,0,2,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,231000,2,860,7,4,1,0,1,0,4,0,1,0,0,1,1,0,9,0,4,4,4,1,1,1,5,0,2,0,0
86540,"H",2,3402,1,42,1000000,1001264,110,1,1,1,1,0,1,2,3,1,2,2,260,2,2,100,1,2,2,20,1,1,180,1,0,2,2,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,240000,1,960,7,0,0,0,0,0,0,0,0,0,0,1,4,105000,9,0,4,4,4,1,1,1,3,0,0,0,-7.27595761418343e-12
86592,"H",2,3209,1,42,1000000,1001264,47,2,1,1,0,0,1,2,4,1,0,2,0,2,2,290,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,1400,1,9,2,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1690,63,1,7,32000,9,0,4,4,4,1,1,1,1,0,0,0,0
86629,"H",2,3201,1,42,1000000,1001264,101,3,1,1,1,0,1,3,3,1,2,2,0,2,1,250,2,2,2,30,1,3,1000,1,0,1,1,870,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,4,850,4,1,0,0,0,107700,4,0,0,0,0,1,1,107700,9,0,4,4,4,1,1,1,6,0,3,0,0
86648,"H",2,2600,1,42,1000000,1001264,29,2,1,1,1,0,1,3,2,1,2,2,0,2,2,150,2,2,510,3,1,3,450,1,0,1,2,240,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,170000,2,450,6,4,0,0,0,58900,4,0,1,0,0,1,1,58900,9,0,4,4,4,1,1,1,7,0,2,0,9669.026
86722,"H",2,3208,1,42,1000000,1001264,157,1,1,3,1,0,1,3,3,0,2,2,0,0,0,30,0,2,2,100,2,1,1500,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,225000,0,200,3,0,0,0,1,0,0,0,0,0,0,1,6,0,9,0,4,4,4,1,1,1,5,0,0,0,0
86925,"H",2,3106,1,42,1000000,1001264,65,4,1,1,2,1,1,2,2,2,2,2,0,2,2,140,2,2,2,140,1,3,0,1,0,1,1,1400,1,1,2,1,6,0,0,1,9,2,1,350,1,1,1,1,0,170000,2,700,1,1,1,0,1,110000,3,0,0,0,0,1,1,110000,9,0,3,3,3,1,1,1,4,2,4,0,0
86965,"H",2,102,1,42,1000000,1001264,12,1,1,1,2,1,1,3,2,2,2,2,0,2,2,60,2,2,2,90,2,1,700,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,70000,1,40,3,0,0,0,1,0,0,0,1,0,0,1,6,26000,9,0,4,4,4,1,1,1,6,0,0,0,2.91038304567337e-11
86968,"H",2,2801,1,42,1000000,1001264,82,2,1,1,2,1,1,4,2,2,2,2,0,2,2,250,2,2,2,3,1,3,1400,1,0,1,1,2500,1,1,2,1,8,0,0,1,9,2,1,730,1,1,1,1,0,4e+05,3,2,7,1,0,0,0,190530,4,0,0,0,0,1,1,190530,9,0,4,4,4,1,1,1,6,0,2,0,0
87013,"H",2,3702,1,42,1000000,1001264,124,3,1,1,2,1,1,4,2,1,2,1,0,2,2,230,2,2,2,4,1,3,600,1,0,1,2,1100,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,250000,3,2,7,1,0,0,0,68651,2,0,0,0,0,1,1,68651,9,0,2,2,2,1,1,1,5,1,3,0,0
87087,"H",2,701,1,42,1000000,1001264,49,1,1,2,1,0,1,3,2,0,2,2,0,0,0,180,0,2,2,100,1,1,250,1,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,60000,1,120,1,0,0,0,0,0,0,0,0,0,0,1,4,113000,9,0,4,4,4,1,1,1,2,0,0,0,0
87123,"H",2,1806,1,42,1000000,1001264,89,1,1,3,1,0,1,3,2,0,2,2,0,0,0,140,0,2,2,30,2,1,520,2,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,115000,1,300,4,0,0,0,0,0,0,0,1,0,0,1,6,45000,9,0,4,4,4,1,1,1,7,0,0,0,-3.63797880709171e-12
87148,"H",2,1900,1,42,1000000,1001264,13,2,1,3,1,0,1,3,2,0,2,2,0,0,0,130,0,2,2,180,2,1,650,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,2e+05,1,610,4,4,1,0,1,44900,4,0,0,0,0,1,1,44900,9,0,4,4,4,1,1,1,7,0,2,0,0.00100000000384171
87169,"H",2,3302,1,42,1000000,1001264,104,5,1,1,1,0,1,3,3,1,2,2,0,2,1,540,2,2,2,2,1,1,1000,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,90000,2,1100,4,1,1,0,1,117600,4,0,0,0,0,4,1,117600,9,0,4,4,4,1,1,2,6,0,5,0,0
87192,"H",2,2002,1,42,1000000,1001264,193,3,1,1,1,0,1,3,2,2,2,2,0,2,1,160,2,2,2,40,1,1,580,1,0,1,1,830,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,145000,1,800,4,7,0,0,0,47000,2,0,0,0,0,1,3,47000,9,0,2,2,2,1,1,1,5,2,3,0,0
87202,"H",2,3304,1,42,1000000,1001264,92,4,1,1,1,0,1,4,2,2,2,2,0,2,2,150,2,2,2,2,1,1,1000,1,0,1,2,900,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,475000,4,800,2,1,0,0,0,110000,2,0,0,0,0,1,1,110000,9,0,2,2,2,1,1,1,5,2,4,0,-0.00100000000384171
87205,"H",2,3302,1,42,1000000,1001264,471,7,1,1,1,0,1,4,3,2,2,2,0,2,2,370,2,1,2,2,1,3,0,1,0,1,0,0,0,0,2,1,7,2,1500,1,9,2,1,0,1,1,3,1,0,0,2,1600,2,8,0,0,0,66000,3,0,0,2003,36,1,3,66000,9,1,1,4,1,1,1,2,3,0,7,0,0
87215,"H",2,803,1,42,1000000,1001264,83,1,1,3,0,0,1,1,5,0,0,2,0,0,0,90,0,1,2,1,2,3,0,2,0,0,0,0,0,0,0,1,3,2,200,1,9,0,1,0,1,1,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,290,39,1,6,8900,9,0,4,4,4,1,1,1,3,0,0,0,0
87308,"H",2,1803,1,42,1000000,1001264,81,1,1,3,1,0,1,3,2,0,2,2,0,0,0,100,0,2,80,200,1,1,0,2,0,0,2,10,2,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,10000,1,300,1,0,0,0,0,0,0,0,1,0,0,1,4,8500,9,0,4,4,4,1,1,1,5,0,0,0,5285.361
87334,"H",2,2001,1,42,1000000,1001264,88,2,1,1,1,0,1,2,2,2,2,2,0,2,2,70,2,2,2,30,1,1,450,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,90,1,1,1,0,1,90020,4,0,0,0,0,1,1,90020,9,0,4,4,4,1,1,1,3,0,2,0,0
87412,"H",2,4001,1,42,1000000,1001264,193,3,1,1,1,0,1,4,2,1,2,2,0,2,2,240,2,2,2,20,1,1,1000,1,0,1,2,1700,1,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,450000,3,1100,7,2,0,0,0,411400,2,0,1,0,0,1,1,411400,9,0,2,2,2,1,1,1,5,1,3,0,7.27595761418343e-12
87441,"H",2,300,1,42,1000000,1001264,35,2,1,1,2,1,1,5,2,2,2,2,0,2,2,120,2,2,1400,40,2,5,1100,1,0,2,1,790,1,1,2,1,9,0,0,1,9,1,1,100,1,1,1,1,0,145000,3,780,5,3,0,0,0,64900,4,0,0,0,0,1,1,64900,9,0,4,4,4,1,1,1,5,0,2,0,72381.064
87499,"H",2,2302,1,42,1000000,1001264,124,4,1,1,1,0,1,4,2,1,2,2,0,2,2,110,1,2,2,50,1,1,1500,1,0,2,1,1800,1,1,2,1,7,0,0,1,9,2,1,420,1,1,1,1,0,4e+05,3,700,14,1,1,0,1,190000,2,0,0,0,0,1,1,190000,9,0,2,2,2,1,1,1,3,2,4,0,-0.00100000000384171
87546,"H",2,1802,1,42,1000000,1001264,340,1,1,3,0,0,1,1,9,0,0,2,0,0,0,110,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,450,1,9,0,1,0,1,1,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0,560,46,1,6,14700,9,0,4,4,4,1,1,1,1,0,0,0,0
87587,"H",2,2003,1,42,1000000,1001264,83,2,1,3,2,1,1,3,2,0,2,2,0,0,0,70,0,2,500,3,2,3,620,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,150000,2,460,4,4,1,0,1,29400,4,0,1,0,0,1,1,29400,9,0,4,4,4,1,1,1,7,0,2,0,27137.117
87776,"H",2,1701,1,42,1000000,1001264,99,3,1,1,1,0,1,3,2,2,2,2,0,2,2,150,2,2,2,180,1,1,1800,1,0,1,1,510,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,1100,1,8,1,0,1,48000,4,0,1,0,0,1,3,48000,9,0,4,4,4,1,1,1,6,0,3,0,7.27595761418343e-12
87828,"H",2,3003,1,42,1000000,1001264,78,2,1,1,1,0,1,3,2,1,2,2,0,2,2,240,1,2,2,3,1,3,1800,1,0,1,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,425000,2,1600,5,3,0,0,0,97740,4,0,0,0,0,1,1,97740,9,0,4,4,4,1,1,1,7,0,2,0,0
87858,"H",2,1200,1,42,1000000,1001264,49,5,1,1,1,0,1,4,2,2,2,2,0,2,2,170,2,2,2,70,1,1,1200,1,0,1,2,1400,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,425000,3,1500,12,1,0,0,0,137790,2,0,0,0,0,1,1,137790,9,0,2,2,2,1,1,1,4,3,5,0,7.27595761418343e-12
87898,"H",2,3204,1,42,1000000,1001264,101,2,1,1,1,0,1,4,3,1,2,1,0,2,1,100,1,2,2,140,1,1,1900,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,1,90,3,4,0,0,0,71200,4,0,0,0,0,1,1,71200,9,0,4,4,4,1,1,1,7,0,2,0,-7.27595761418343e-12
87942,"H",2,3003,1,42,1000000,1001264,60,5,1,1,1,0,1,4,2,1,2,2,0,2,2,110,2,2,2,3,1,3,1100,1,0,1,1,1200,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,1,400,3,3,1,0,1,61200,2,0,0,0,0,1,1,61200,9,0,2,2,2,1,1,1,3,1,5,0,0.00100000000202272
87982,"H",2,702,1,42,1000000,1001264,97,2,1,1,1,0,1,3,2,2,2,2,0,2,2,300,2,2,2,150,1,3,1000,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,160000,2,150,5,4,1,0,1,57000,4,0,1,0,0,1,1,57000,9,0,4,4,4,1,1,1,7,0,2,0,0
87985,"H",2,1801,1,42,1000000,1001264,63,2,1,1,1,0,1,2,2,1,2,2,0,2,1,160,2,2,2,30,1,1,600,1,0,2,1,830,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,140000,1,800,4,7,0,0,0,54000,2,0,0,0,0,3,3,54000,9,0,2,2,2,1,1,1,2,1,2,0,0
88031,"H",2,1805,1,42,1000000,1001264,250,1,1,3,0,0,1,2,6,0,0,2,0,0,0,110,0,1,2,80,2,3,0,2,0,0,0,0,0,0,0,1,5,2,120,1,9,0,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,310,0,1,6,0,9,0,4,4,4,1,1,1,5,0,0,0,0.000999999996565748
88102,"H",2,1900,1,42,1000000,1001264,30,2,1,3,2,1,1,2,2,0,2,2,0,0,0,110,0,1,1400,3,2,4,600,2,0,0,1,380,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,55000,1,2,1,8,1,0,1,14300,4,0,1,0,0,1,3,14300,9,0,4,4,4,1,1,1,7,0,2,0,56644.475
88147,"H",2,1900,1,42,1000000,1001264,15,1,1,1,1,0,1,3,2,2,2,2,0,2,1,100,2,2,2,30,2,1,1000,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,60000,1,2,4,0,0,0,1,0,0,0,1,0,0,1,6,36300,9,0,4,4,4,1,1,1,7,0,0,0,0
88151,"H",2,4001,1,42,1000000,1001264,128,2,1,1,1,0,1,2,1,1,2,2,0,2,2,190,2,1,2,3,1,3,200,1,3700,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,11000,2,1,7,0,0,0,0,0,0,0,0,0,0,1,7,42800,9,0,4,4,4,1,1,1,3,0,0,0,0
88159,"H",2,3205,1,42,1000000,1001264,50,1,1,1,0,0,1,0,7,2,0,2,0,2,2,20,2,2,2,100,1,1,0,1,0,1,0,0,0,0,2,1,2,2,1600,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1720,24,1,6,85000,9,0,4,4,4,1,1,1,1,0,0,0,3.63797880709171e-12
88223,"H",2,1400,1,42,1000000,1001264,107,1,1,1,0,0,1,2,4,2,0,2,0,2,1,40,2,2,2,100,1,1,0,1,0,1,0,0,0,0,2,1,7,2,400,1,9,2,1,0,1,1,3,1,0,0,1,2,3,0,0,0,0,0,0,0,0,540,26,1,6,25000,9,0,4,4,4,1,1,1,2,0,0,0,0
88243,"H",2,200,1,42,1000000,1001264,28,3,1,1,3,1,1,3,2,2,2,2,0,2,2,60,2,2,2,80,1,1,800,1,0,1,2,1100,2,1,2,1,6,0,0,1,9,2,1,150,1,1,1,1,0,175000,3,2,5,1,0,0,0,142000,2,0,0,0,0,1,1,142000,9,0,2,2,2,1,1,1,5,1,3,0,0
88251,"H",2,3800,1,42,1000000,1001264,18,1,1,2,0,0,1,1,8,0,0,2,0,0,0,140,0,1,2,1,2,3,0,1,0,0,0,0,0,0,0,1,2,2,160,1,9,0,1,0,1,1,3,1,0,0,0,2,6,0,0,1,1,0,0,0,0,300,18,1,6,19500,9,0,4,4,4,1,1,1,4,0,0,0,0
88273,"H",2,2002,1,42,1000000,1001264,185,1,1,1,0,0,1,2,6,1,0,2,0,2,2,60,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,750,1,9,2,1,0,1,1,3,1,0,0,1,400,5,0,0,1,0,0,0,0,0,843,10,1,4,105000,9,0,4,4,4,1,1,1,1,0,0,0,0
88298,"H",2,1801,1,42,1000000,1001264,95,1,1,1,1,0,1,2,2,2,2,1,0,2,2,50,1,2,2,70,1,1,500,1,0,2,2,730,2,1,2,1,7,0,0,1,9,2,1,220,1,1,1,1,0,99000,1,300,3,0,0,0,0,0,0,0,1,0,0,1,6,52200,9,0,4,4,4,1,1,1,6,0,0,0,0
88300,"H",2,1900,1,42,1000000,1001264,33,1,1,3,0,0,1,1,4,0,0,2,0,0,0,70,0,2,2,1,2,1,0,2,0,0,0,0,0,0,0,1,3,2,400,1,9,0,1,0,1,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,470,40,1,4,14070,9,0,4,4,4,1,1,1,2,0,0,0,0.00100000000020373
88355,"H",2,3502,1,42,1000000,1001264,323,7,1,3,2,1,1,3,3,0,2,2,0,0,0,300,0,2,2,3,1,3,390,2,0,0,1,1400,1,1,0,1,9,0,0,1,9,0,1,260,1,1,1,1,0,125000,2,350,6,2,1,0,1,35000,3,0,1,0,0,1,1,35000,9,0,3,3,3,1,1,1,3,5,7,0,0
88404,"H",2,3211,1,42,1000000,1001264,151,4,1,3,1,0,1,3,3,0,2,2,0,0,0,110,0,1,1,30,1,1,0,2,0,0,0,0,0,0,0,1,6,2,150,1,9,0,1,0,1,1,3,1,0,0,1,2,9,8,0,1,0,18000,4,0,0,290,19,1,3,18000,9,0,4,4,4,1,1,1,4,0,4,0,0
88512,"H",2,1701,1,42,1000000,1001264,141,2,1,3,1,0,1,3,3,0,2,2,0,0,0,1,0,1,2,1,2,1,0,2,0,0,0,0,0,0,0,1,6,2,270,1,9,0,1,0,1,1,3,1,0,0,1,1,5,8,1,0,1,21000,4,0,0,270,15,1,3,21000,9,0,4,4,4,1,1,1,6,0,2,0,0
88637,"H",2,900,1,42,1000000,1001264,63,1,1,1,2,1,1,3,2,2,2,2,0,2,2,290,2,2,2,20,1,1,1200,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,4e+05,1,1200,9,0,0,0,0,0,0,0,0,0,0,1,6,230000,9,0,4,4,4,1,1,1,2,0,0,0,-7.27595761418343e-12
88673,"H",2,3900,1,42,1000000,1001264,84,1,1,3,0,0,1,1,6,0,0,2,0,0,0,40,0,1,2,1,1,1,0,2,0,0,0,0,0,0,0,1,4,2,380,1,9,0,1,0,1,1,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,420,57,1,6,8900,9,0,4,4,4,1,1,1,3,0,0,0,-0.00100000000384171
88733,"H",2,1807,1,42,1000000,1001264,139,3,1,1,1,0,1,4,2,2,2,2,0,2,2,40,1,2,2,90,1,1,600,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,4e+05,2,420,16,1,0,0,0,160000,1,0,0,0,0,1,1,160000,9,0,1,1,1,1,1,1,3,1,3,0,0
88736,"H",2,3403,1,42,1000000,1001264,105,4,1,1,2,1,1,5,2,1,2,1,0,1,1,250,1,2,2,30,1,3,2200,1,0,1,1,1600,2,1,2,1,16,0,0,1,9,2,1,0,1,1,1,1,0,395000,4,60,5,1,0,0,0,152020,4,0,0,0,0,1,1,152020,9,0,4,4,4,1,1,1,5,0,4,0,0.00100000000020373
