"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUOTHER"
88775,"H",2,4001,1,42,1000000,1001264,27,2,1,1,1,0,1,3,2,2,2,2,0,2,1,70,2,2,2,110,1,1,490,1,0,2,1,750,1,1,2,1,6,0,0,1,9,2,1,60,1,1,1,1,0,125000,2,1200,3,1,0,0,0,82400,4,0,0,0,0,1,1,82400,9,0,4,4,4,1,1,1,3,0,2,0,-7.27595761418343e-12
88783,"H",2,2301,1,42,1000000,1001264,86,1,1,3,0,0,1,1,4,0,0,2,0,0,0,100,0,1,2,10,2,3,0,2,0,0,0,0,0,0,0,1,2,2,500,1,9,0,1,0,1,1,3,1,0,0,0,2,1,0,0,1,1,0,0,0,0,610,69,3,6,10670,9,0,4,4,4,1,2,1,2,0,0,0,0
88942,"H",2,3900,1,42,1000000,1001264,41,1,1,3,2,1,1,3,1,0,2,2,0,0,0,140,0,2,2,3,2,1,0,2,0,0,0,0,0,3,0,1,9,0,0,1,9,0,1,0,1,1,2,1,0,25000,0,2,7,0,0,0,0,0,0,0,1,0,0,1,6,12000,9,0,4,4,4,1,1,1,5,0,0,0,7.27595761418343e-12
88944,"H",2,3004,1,42,1000000,1001264,70,3,1,1,1,0,1,4,2,1,2,2,0,2,2,260,1,2,2,2,1,1,1300,1,0,2,2,1300,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,430000,3,900,7,1,0,0,0,102100,4,0,0,0,0,3,1,102100,9,0,4,4,4,1,1,1,5,0,3,0,-2.91038304567337e-11
88945,"H",2,1803,1,42,1000000,1001264,113,1,1,3,0,0,1,1,4,0,0,2,0,0,0,50,0,1,2,70,2,1,0,2,0,0,0,0,0,0,0,1,4,2,110,1,9,0,1,0,1,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,230,33,2,6,8400,9,0,4,4,4,1,1,1,5,0,0,0,0
89004,"H",2,3205,1,42,1000000,1001264,211,1,1,1,1,0,1,2,3,2,2,2,0,2,2,100,1,2,2,100,1,1,0,1,0,2,1,1300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,1,800,1,0,0,0,0,0,0,0,0,0,0,1,4,90000,9,0,4,4,4,1,1,1,4,0,0,0,1.45519152283669e-11
89059,"H",2,2200,1,42,1000000,1001264,82,1,1,3,0,0,1,1,4,0,0,2,0,0,0,130,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,2,2,380,1,9,0,1,0,1,1,3,1,0,0,1,350,5,0,0,0,0,0,0,0,0,539,73,1,4,8820,9,0,4,4,4,1,1,1,3,0,0,0,-3.63797880709171e-12
89068,"H",2,1804,1,42,1000000,1001264,63,2,1,3,1,0,1,3,3,0,2,2,0,0,0,100,0,1,2,110,1,1,0,1,0,0,0,0,0,0,0,1,6,2,680,1,9,0,1,0,1,1,3,1,0,0,0,1800,9,8,0,0,0,18000,4,0,0,1040,69,1,3,18000,9,0,4,4,4,1,1,1,4,0,2,0,7.27595761418343e-12
89172,"H",2,801,1,42,1000000,1001264,140,4,1,1,0,0,1,3,4,2,0,2,0,2,1,60,2,2,2,190,1,1,0,1,0,1,0,0,0,0,2,1,6,2,700,1,9,1,1,0,1,1,3,1,0,0,2,1,1,4,1,0,1,66000,4,0,0,950,9,1,1,122000,9,0,4,4,4,1,1,1,3,0,3,0,-7.27595761418343e-12
89292,"H",2,2802,1,42,1000000,1001264,84,2,1,1,2,1,1,4,2,1,2,2,0,2,2,30,2,2,2,3,1,3,1200,1,0,1,2,260,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,2,2,6,1,0,0,0,413000,4,0,1,0,0,1,1,413000,9,0,4,4,4,1,1,1,1,0,2,0,0
89315,"H",2,3302,1,42,1000000,1001264,72,6,1,1,1,0,1,4,2,2,2,2,0,2,2,100,2,2,2,300,1,3,1000,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,160000,2,120,1,3,0,0,0,114000,2,0,1,0,0,2,1,114000,9,0,2,2,2,1,1,1,4,3,6,0,0
89346,"H",2,300,1,42,1000000,1001264,110,3,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,2,60,1,1,0,1,0,1,0,0,0,0,2,1,9,2,1000,1,9,2,1,0,1,1,3,1,0,0,2,550,6,2,0,0,0,72000,1,0,0,1206,20,2,1,72000,9,0,1,1,1,1,1,1,1,1,3,0,7.27595761418343e-12
89404,"H",2,2401,1,42,1000000,1001264,97,4,1,1,1,0,1,3,3,2,2,2,0,2,2,310,2,2,2,200,1,1,0,1,0,1,0,0,0,0,2,1,6,2,1000,1,9,2,1,0,1,1,3,1,0,0,1,1,1,1,0,0,0,77700,2,0,0,1510,23,1,1,77700,9,0,2,2,2,1,1,1,3,2,4,0,0
89405,"H",2,802,1,42,1000000,1001264,88,2,1,1,1,0,1,2,2,2,2,2,0,2,1,230,2,2,2,150,1,1,900,1,0,1,2,1300,2,1,2,1,7,0,0,1,9,2,1,150,1,1,1,1,0,250000,3,500,3,7,0,0,0,144300,4,0,0,0,0,1,3,144300,9,0,4,4,4,1,1,1,6,0,2,0,1.81898940354586e-12
89445,"H",2,2302,1,42,1000000,1001264,100,2,1,1,1,0,1,4,2,2,2,2,0,1,2,80,2,2,2,20,2,1,980,1,0,2,1,1100,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,285000,3,1200,6,2,1,0,1,142470,4,0,1,0,0,1,1,142470,9,0,4,4,4,1,1,1,6,0,2,0,0
89604,"H",2,2802,1,42,1000000,1001264,162,1,1,1,1,0,1,3,3,1,2,2,0,2,2,100,2,2,2,180,1,1,800,1,0,1,2,600,2,1,2,1,8,0,0,1,9,2,1,100,1,1,1,1,0,325000,2,650,8,0,0,0,0,0,0,0,0,0,0,1,6,55000,9,0,4,4,4,1,1,1,3,0,0,0,0
89633,"H",2,2100,1,42,1000000,1001264,28,3,1,1,1,0,1,3,3,1,2,2,0,2,1,90,2,2,2,120,1,1,270,1,0,2,1,450,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,30000,1,800,1,7,0,0,0,39000,2,0,0,0,0,1,3,39000,9,0,2,2,2,1,1,1,4,2,3,0,-0.00100000000384171
89707,"H",2,3208,1,42,1000000,1001264,98,1,1,3,0,0,1,0,5,0,0,2,0,0,0,190,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,1,2,400,1,9,0,1,0,1,1,3,1,0,0,0,1,7,0,0,0,0,0,0,0,0,590,80,1,6,8800,9,0,4,4,4,1,1,1,5,0,0,0,0
89727,"H",2,3201,1,42,1000000,1001264,94,1,1,1,1,0,1,3,3,2,2,2,0,2,2,180,1,2,2,30,1,1,1300,1,0,2,1,1500,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,250000,1,720,3,0,0,0,1,0,0,0,1,0,0,1,6,65000,9,0,4,4,4,1,1,1,2,0,0,0,0
89728,"H",2,1803,1,42,1000000,1001264,262,7,1,2,1,0,1,3,2,0,2,2,0,0,0,200,0,1,2,180,1,1,0,1,0,0,0,0,0,0,0,1,7,2,1000,1,9,0,1,0,1,1,3,1,0,0,1,1400,4,5,1,0,1,46800,3,0,0,1497,21,1,2,84700,9,0,3,3,3,1,1,1,4,5,6,0,-3.63797880709171e-12
89762,"H",2,3503,1,42,1000000,1001264,52,2,1,3,1,0,1,3,2,0,2,2,0,0,0,150,0,2,2,3,2,3,0,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,199000,2,2,4,4,0,0,0,17100,4,0,0,0,0,1,1,17100,9,0,4,4,4,1,1,1,7,0,2,0,0
89860,"H",2,3501,1,42,1000000,1001264,78,3,1,1,1,0,1,4,3,2,2,2,0,2,2,60,2,2,2,60,1,1,440,1,0,1,1,1100,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,145000,1,190,1,2,0,0,0,77000,1,0,0,0,0,1,1,77000,9,0,1,1,1,1,1,1,1,1,3,0,3.63797880709171e-12
89981,"H",2,101,1,42,1000000,1001264,80,1,1,1,1,0,1,2,2,2,2,2,0,2,1,50,1,2,2,100,2,1,390,1,0,1,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,90000,0,360,3,0,0,0,0,0,0,0,0,0,0,1,6,22100,9,0,4,4,4,1,1,1,6,0,0,0,0
89990,"H",2,2100,1,42,1000000,1001264,70,1,1,3,0,0,1,2,6,0,0,2,0,0,0,340,0,1,1,3,2,3,0,2,0,0,0,0,0,0,0,1,5,2,180,1,9,0,1,0,1,1,3,1,0,0,0,2,1,0,0,1,1,0,0,0,0,520,39,1,4,16000,9,0,4,4,4,1,1,1,5,0,0,0,0
89994,"H",2,4002,1,42,1000000,1001264,112,1,1,1,1,0,1,3,2,1,2,2,0,2,2,30,2,2,2,80,1,1,0,2,0,2,0,0,0,0,2,1,8,2,350,1,9,2,1,0,1,1,3,1,0,0,1,380,4,0,0,0,0,0,0,0,0,492,20,1,6,29000,9,0,4,4,4,1,1,1,4,0,0,0,3.63797880709171e-12
90072,"H",2,200,1,42,1000000,1001264,29,2,1,1,1,0,1,3,2,2,2,2,0,2,2,230,2,2,2,3,1,3,950,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,2,30,7,0,0,0,1,0,0,0,0,0,0,1,5,58900,9,0,4,4,4,1,1,1,5,0,0,0,0
90102,"H",2,3105,1,42,1000000,1001264,155,2,1,1,1,0,1,2,3,1,2,2,0,2,2,180,2,2,2,3,1,3,800,1,0,1,1,1100,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,160000,3,400,6,7,1,0,1,73600,2,0,0,0,0,1,3,73600,9,0,2,2,2,1,1,1,5,1,2,0,0.000999999992927769
90130,"H",2,3207,1,42,1000000,1001264,76,1,1,3,1,0,1,3,2,0,2,2,0,0,0,60,0,1,2,80,2,1,560,2,0,0,1,230,1,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,35000,1,1000,1,0,0,0,0,0,0,0,0,0,0,1,6,8900,9,0,4,4,4,1,1,1,6,0,0,0,7.27595761418343e-12
90152,"H",2,1803,1,42,1000000,1001264,99,3,1,1,1,0,1,5,2,1,2,2,0,2,2,140,1,2,2,100,1,1,980,1,0,1,2,1500,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,280000,3,800,4,1,0,0,0,158500,4,0,0,0,0,1,1,158500,9,0,4,4,4,1,1,1,5,0,3,0,7.27595761418343e-12
90336,"H",2,1900,1,42,1000000,1001264,46,3,1,1,2,1,1,3,2,2,2,2,0,2,1,270,2,2,2,200,1,3,670,1,0,2,2,100,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,2,5,2,1,0,1,110000,4,0,0,0,0,1,1,110000,9,0,4,4,4,1,1,1,6,0,3,0,0
90362,"H",2,1600,1,42,1000000,1001264,26,2,1,1,2,1,1,2,1,2,2,2,0,2,1,240,2,2,2,3,1,3,0,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,10000,2,2,8,0,0,0,1,0,0,0,0,0,0,1,7,144000,9,0,4,4,4,1,1,1,4,0,0,0,0
90372,"H",2,1900,1,42,1000000,1001264,60,1,1,3,1,0,1,2,2,0,2,2,0,0,0,350,0,1,2500,3,2,3,300,2,0,0,1,680,1,2,0,1,4,0,0,1,9,0,1,400,1,1,1,1,0,125000,0,400,5,0,0,0,0,0,0,0,1,0,0,1,4,0,9,0,4,4,4,1,1,1,4,0,0,0,143343.125
90380,"H",2,2002,1,42,1000000,1001264,92,1,1,1,1,0,1,3,2,1,2,2,0,2,2,90,2,2,2,220,1,1,1000,1,0,1,2,600,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,180000,1,600,5,0,0,0,0,0,0,0,0,0,0,1,6,41600,9,0,4,4,4,1,1,1,7,0,0,0,0.00100000000384171
90399,"H",2,3502,1,42,1000000,1001264,59,3,1,1,1,0,1,4,2,2,2,2,0,2,2,90,2,2,2,90,1,1,100,1,0,1,2,910,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,157000,2,1200,1,2,0,0,0,94000,4,0,1,0,0,4,1,94000,9,0,4,4,4,1,1,1,5,0,3,0,0
90421,"H",2,900,1,42,1000000,1001264,30,1,1,3,0,0,1,1,6,0,0,2,0,0,0,60,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,4,2,260,1,9,0,1,0,1,1,3,1,0,0,1,1,6,0,0,0,0,0,0,0,0,320,22,1,6,17300,9,0,4,4,4,1,1,1,5,0,0,0,0
90490,"H",2,1400,1,42,1000000,1001264,82,2,1,3,1,0,1,2,2,0,2,2,0,0,0,80,0,2,2,20,2,1,700,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,80000,1,460,6,8,0,0,0,26900,4,0,1,0,0,1,3,26900,9,0,4,4,4,1,1,1,5,0,2,0,-0.00100000000384171
90560,"H",2,702,1,42,1000000,1001264,29,4,1,1,1,0,1,3,2,2,2,2,0,2,2,150,2,2,2,130,1,1,700,1,0,1,1,1200,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,1800,3,7,0,0,0,93500,2,0,0,0,0,1,3,93500,9,1,2,2,2,1,1,2,1,1,4,0,0
90604,"H",2,102,1,42,1000000,1001264,116,4,1,1,1,0,1,4,2,2,2,2,0,2,2,200,2,2,2,220,1,1,800,1,0,1,2,910,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,240000,2,900,7,2,0,0,0,146000,2,0,0,0,0,1,1,146000,9,0,2,2,2,1,1,1,5,2,4,0,-7.27595761418343e-12
90708,"H",2,3211,1,42,1000000,1001264,153,2,1,1,1,0,1,3,3,2,2,2,0,2,1,90,2,2,2,140,1,1,0,1,0,2,1,1300,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,190000,2,100,1,1,0,0,0,145000,4,0,0,0,0,1,1,145000,9,0,4,4,4,1,1,1,4,0,2,0,-1.45519152283669e-11
90716,"H",2,1803,1,42,1000000,1001264,52,2,1,1,1,0,1,2,2,2,2,2,0,2,2,220,2,2,2,20,2,1,480,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,105000,2,1400,4,2,0,0,0,43000,4,0,0,0,0,1,1,43000,9,0,4,4,4,1,1,1,7,0,2,0,0.00100000000020373
90758,"H",2,3503,1,42,1000000,1001264,130,1,1,1,1,0,1,2,1,2,2,2,0,2,2,80,2,1,2,3,2,3,20,1,340,1,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,20000,1,360,5,0,0,0,0,0,0,0,1,0,0,1,6,9600,9,0,4,4,4,1,1,1,1,0,0,0,0
90781,"H",2,1804,1,42,1000000,1001264,116,2,1,1,1,0,1,3,2,1,2,2,0,2,2,130,2,2,2,170,1,1,0,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,130000,1,720,3,3,1,0,1,142500,4,0,0,0,0,3,1,142500,9,0,4,4,4,1,1,1,7,0,2,0,0
90853,"H",2,3204,1,42,1000000,1001264,217,1,1,1,1,0,1,3,3,2,2,2,0,2,2,10,2,2,2,140,2,1,1200,2,0,2,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,80000,0,820,1,0,0,0,1,0,0,0,0,0,0,1,6,46100,9,0,4,4,4,1,1,1,5,0,0,0,0
90886,"H",2,2301,1,42,1000000,1001264,208,2,1,1,1,0,1,3,2,2,2,2,0,2,2,320,2,2,2,3,2,3,790,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,183000,2,2,5,4,1,0,1,40850,4,0,1,0,0,1,1,40850,9,0,4,4,4,1,1,1,7,0,2,0,0
91000,"H",2,702,1,42,1000000,1001264,23,4,1,1,1,0,1,3,2,1,2,2,0,2,2,350,2,1,2,3,1,3,0,1,0,1,0,0,0,0,2,1,7,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,840,4,2,0,0,0,41000,3,0,0,1620,47,1,1,41000,9,0,3,3,3,1,1,1,2,2,4,0,0
91009,"H",2,900,1,42,1000000,1001264,68,4,1,1,2,1,1,4,2,1,2,2,0,2,1,300,2,2,2,40,1,3,1400,1,0,2,1,800,1,1,2,1,10,0,0,1,9,2,1,830,1,1,1,1,0,310000,3,1100,8,1,1,0,1,210000,2,0,1,0,0,1,1,210000,9,0,2,2,2,1,1,1,5,2,4,0,0
91026,"H",2,1802,1,42,1000000,1001264,87,2,1,1,1,0,1,4,2,1,2,2,0,2,2,150,2,2,2,50,1,1,3500,1,0,1,2,1500,2,1,2,1,13,0,0,1,9,2,1,0,1,1,1,1,0,4e+05,2,400,7,2,0,0,0,433000,4,0,1,0,0,1,1,433000,9,0,4,4,4,1,1,1,6,0,2,0,-0.000999999996565748
91079,"H",2,3204,1,42,1000000,1001264,264,1,1,3,0,0,1,1,9,0,0,2,0,0,0,4,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,3,2,790,1,9,0,1,0,1,1,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,794,0,1,4,0,9,0,4,4,4,1,1,1,1,0,0,0,-0.00100000000384171
91090,"H",2,1000,1,42,1000000,1001264,68,2,1,3,2,1,1,4,2,0,2,2,0,0,0,130,0,2,1000,80,2,3,1100,2,0,0,2,1000,2,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,170000,2,2,6,6,1,0,1,40970,4,0,1,0,0,1,2,40970,9,0,4,4,4,1,1,1,6,0,2,0,47207.59
91103,"H",2,3106,1,42,1000000,1001264,62,6,1,1,1,0,1,5,2,1,2,2,0,2,2,480,2,2,2,2,1,1,2800,1,0,1,1,4300,1,1,2,1,16,0,0,1,9,2,1,0,1,1,1,1,0,8e+05,3,1200,8,1,0,0,0,220000,3,0,0,0,0,1,1,220000,9,0,3,3,3,1,1,1,5,4,6,0,0.00100000000384171
91137,"H",2,3601,1,42,1000000,1001264,164,2,1,1,0,0,1,3,6,1,0,2,0,2,2,150,2,2,2,30,1,1,0,1,0,1,0,0,0,0,2,1,5,2,1200,1,9,2,1,0,1,1,3,1,0,0,2,150,6,0,0,0,0,0,0,0,0,1393,10,1,7,170000,9,0,4,4,4,1,1,1,5,0,0,0,0
91139,"H",2,3503,1,42,1000000,1001264,106,3,1,1,1,0,1,4,2,1,2,2,0,2,2,150,1,2,2,100,1,1,2500,1,0,2,2,750,2,1,2,1,9,0,0,1,9,2,1,200,1,1,1,1,0,350000,4,400,7,2,0,0,0,160000,4,0,0,0,0,3,1,160000,9,0,4,4,4,1,1,1,5,0,3,0,-7.27595761418343e-12
91190,"H",2,102,1,42,1000000,1001264,167,2,1,1,1,0,1,4,2,1,2,2,0,2,2,80,2,2,2,30,1,1,800,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,270000,2,800,9,2,1,0,1,142200,4,0,0,0,0,1,1,142200,9,0,4,4,4,1,1,1,5,0,2,0,0
91260,"H",2,2401,1,42,1000000,1001264,123,2,1,2,1,0,1,3,2,0,2,2,0,0,0,300,0,2,2,3,2,3,1000,1,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,2,1100,5,1,0,0,0,19700,4,0,0,0,0,1,1,19700,9,0,4,4,4,1,1,1,7,0,2,0,0
91267,"H",2,2200,1,42,1000000,1001264,167,3,1,1,1,0,1,4,2,2,2,2,0,2,1,200,2,2,2,3,1,3,700,1,0,2,1,900,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,185000,2,90,5,1,0,0,0,87000,2,0,0,0,0,1,1,87000,9,0,2,2,2,1,1,1,4,1,3,0,0
91343,"H",2,3701,1,42,1000000,1001264,40,2,1,1,1,0,1,3,2,2,2,2,0,2,2,160,2,2,2,20,2,1,0,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,180000,2,500,7,4,0,0,0,49700,4,0,0,0,0,1,1,49700,9,0,4,4,4,1,1,1,5,0,2,0,-0.00100000000384171
91450,"H",2,702,1,42,1000000,1001264,58,2,1,3,2,1,1,2,2,0,2,2,0,0,0,140,0,1,2,180,1,1,0,2,0,0,0,0,0,0,0,1,4,2,550,1,9,0,1,0,1,1,3,1,0,0,2,2,5,4,0,1,0,10040,4,0,0,870,101,1,1,10040,9,0,4,4,4,1,1,1,5,0,2,0,2.91038304567337e-11
91514,"H",2,900,1,42,1000000,1001264,36,2,1,1,1,0,1,3,2,2,2,2,0,2,2,150,2,2,1400,3,1,4,400,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,40,5,7,0,0,0,28000,4,0,1,0,0,1,3,28000,9,0,4,4,4,1,1,1,7,0,2,0,49522.049
91515,"H",2,300,1,42,1000000,1001264,106,2,1,1,1,0,1,3,2,2,2,2,0,2,2,180,2,2,1500,3,1,3,680,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,135000,2,1200,3,3,0,0,0,85200,4,0,0,0,0,1,1,85200,9,0,4,4,4,1,1,1,6,0,2,0,90583.137
91530,"H",2,2001,1,42,1000000,1001264,51,2,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,2,200,1,1,600,1,0,1,2,750,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,80000,2,1800,1,1,0,0,0,60400,4,0,0,0,0,1,1,60400,9,0,4,4,4,1,1,1,5,0,2,0,-0.00100000000384171
91533,"H",2,500,1,42,1000000,1001264,64,1,1,1,0,0,1,1,8,1,0,2,0,2,2,1,2,2,2,1,1,1,0,1,0,2,0,0,0,0,2,1,2,1,400,1,9,2,1,0,2,1,3,1,0,0,0,2,7,0,0,1,1,0,0,0,0,400,19,1,6,25200,9,0,4,4,4,2,1,1,1,0,0,0,0
91537,"H",2,3303,1,42,1000000,1001264,77,1,1,3,0,0,1,0,8,0,0,2,0,0,0,20,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,1,2,630,1,9,0,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,650,20,1,4,40000,9,0,4,4,4,1,1,1,2,0,0,0,0
91603,"H",2,1701,1,42,1000000,1001264,113,3,1,1,1,0,1,5,2,1,2,2,0,2,2,170,2,2,2,180,1,1,0,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,39500,0,1500,1,6,1,0,1,34900,4,0,0,0,0,1,2,34900,9,0,4,4,4,1,1,1,7,0,3,0,0
91639,"H",2,3208,1,42,1000000,1001264,131,2,1,3,1,0,1,3,3,0,2,2,0,0,0,250,0,2,2,400,2,1,700,2,0,0,0,0,0,3,0,1,10,0,0,1,9,0,1,0,1,1,2,1,0,3e+05,2,800,1,4,1,0,1,26400,4,0,1,0,0,1,1,26400,9,0,4,4,4,1,1,1,7,0,2,0,-0.00100000000020373
91693,"H",2,3301,1,42,1000000,1001264,91,2,1,1,1,0,1,4,2,1,2,2,0,2,2,250,1,2,2,250,1,1,0,1,0,2,0,0,0,0,2,1,6,2,1900,1,9,2,1,0,1,1,3,1,0,0,1,80,4,7,1,1,1,33200,4,0,0,2407,87,2,3,33200,9,0,4,4,4,1,1,1,3,0,2,0,0
91817,"H",2,3205,1,42,1000000,1001264,135,4,1,3,1,0,1,3,3,0,2,2,0,0,0,50,0,2,2,240,1,1,900,1,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,86000,1,80,3,3,1,0,1,26300,4,0,1,0,0,1,1,26300,9,0,4,4,4,1,1,1,7,0,4,0,0.00100000001839362
91819,"H",2,3501,1,42,1000000,1001264,144,7,1,1,1,0,1,4,2,1,2,2,0,2,2,210,2,2,2,170,1,1,400,1,0,1,1,1600,1,1,2,1,8,0,0,1,9,2,1,1900,1,1,1,1,0,240000,3,1000,1,1,0,0,0,196200,2,0,0,0,0,2,1,196200,9,1,2,2,2,1,1,2,5,3,7,0,1.45519152283669e-11
91927,"H",2,2802,1,42,1000000,1001264,93,1,1,3,0,0,1,1,7,0,0,2,0,0,0,40,0,2,2,40,2,1,0,2,0,0,0,0,0,0,0,1,4,2,1100,1,9,0,1,0,1,1,3,1,0,0,1,130,8,0,0,0,0,0,0,0,0,1191,15,1,6,94500,9,0,4,4,4,1,1,1,5,0,0,0,-1.45519152283669e-11
91944,"H",2,2401,1,42,1000000,1001264,101,2,1,1,1,0,1,4,3,2,2,2,0,2,2,100,2,2,2,200,1,1,1100,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,654000,2,80,2,7,0,0,0,38000,2,0,0,0,0,1,3,38000,9,0,2,2,2,1,1,1,5,1,2,0,0
91984,"H",2,2002,1,42,1000000,1001264,56,2,1,3,1,0,1,3,2,0,2,2,0,0,0,210,0,2,2,170,2,1,650,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,2,60,1,4,0,0,0,51000,4,0,0,0,0,1,1,51000,9,0,4,4,4,1,1,1,7,0,2,0,0.00100000000384171
91989,"H",2,900,1,42,1000000,1001264,136,2,1,1,2,1,1,3,2,1,2,2,0,2,2,240,2,2,2,130,1,1,900,1,0,1,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,290000,3,1000,7,1,1,0,1,164000,4,0,0,0,0,1,1,164000,9,0,4,4,4,1,1,1,6,0,2,0,0
92037,"H",2,3403,1,42,1000000,1001264,95,2,1,1,2,1,1,3,2,2,2,2,0,2,2,500,2,2,1000,3,1,3,1000,1,0,1,2,1700,1,1,2,1,7,0,0,1,9,2,1,300,1,1,1,1,0,2e+05,3,600,6,1,0,0,0,117000,4,0,0,0,0,1,1,117000,9,0,4,4,4,1,1,1,5,0,2,0,62006.764
92057,"H",2,1801,1,42,1000000,1001264,94,1,1,1,1,0,1,3,2,1,2,2,0,2,2,80,1,2,2,60,1,1,970,1,0,1,1,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,600,5,0,0,0,0,0,0,0,1,0,0,1,6,60000,9,0,4,4,4,1,1,1,5,0,0,0,7.27595761418343e-12
92187,"H",2,2401,1,42,1000000,1001264,334,1,1,1,0,0,1,2,6,2,0,2,0,2,2,70,2,2,2,30,1,1,0,1,0,1,0,0,0,0,2,1,4,2,790,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,890,31,1,4,35000,9,0,4,4,4,1,1,1,3,0,0,0,0
92192,"H",2,3203,1,42,1000000,1001264,175,1,1,1,0,0,1,1,9,1,0,2,0,1,1,70,2,2,2,2,1,1,0,1,0,1,0,0,0,0,2,1,3,2,1000,1,9,2,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1070,46,1,4,28000,9,0,4,4,4,1,1,1,3,0,0,0,0
