"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUNG"
42599,"H",2,2702,1,42,1000000,1001264,104,1,1,3,0,0,1,1,8,0,0,2,0,0,0,20,0,1,2,3,1,3,0,2,0,0,0,0,0,0,0,1,3,2,220,1,9,0,1,0,1,1,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0,240,101,2,6,2400,9,0,4,4,4,1,1,1,3,0,0,0,13695.2
42600,"H",2,1502,1,42,1000000,1001264,88,2,1,1,1,0,1,2,2,2,2,2,0,2,2,150,2,2,2,3,2,3,0,1,0,1,0,0,0,0,2,1,5,0,0,1,9,2,1,0,1,1,4,1,0,0,2,2,11,4,1,0,1,57800,4,0,0,0,0,1,1,57800,9,0,4,4,4,1,1,1,4,0,2,0,89300.921
42625,"H",2,1600,1,42,1000000,1001264,141,2,1,1,1,0,1,2,2,2,1,2,0,2,2,140,2,2,2,200,1,3,1000,1,0,1,2,1200,1,1,2,1,5,0,0,1,9,2,1,320,1,1,1,1,0,250000,5,3000,8,1,0,0,0,90000,4,0,1,0,0,1,1,90000,9,0,4,4,4,1,1,1,5,0,2,0,0
42726,"H",2,1100,1,42,1000000,1001264,15,6,1,3,2,1,1,3,2,0,2,2,0,0,0,150,0,2,850,3,1,5,500,1,0,0,2,460,2,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,1e+05,2,2,6,2,0,0,0,42920,3,0,1,0,0,1,1,42920,9,0,1,1,1,1,1,1,2,4,6,0,0
42733,"H",2,300,1,42,1000000,1001264,36,3,1,1,1,0,1,3,2,1,2,2,0,2,2,60,2,2,2,80,1,1,480,1,0,1,1,410,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,55000,1,70,1,7,0,0,0,44000,2,0,0,0,0,1,3,44000,9,0,2,2,2,1,1,1,1,2,3,0,45634.038
42762,"H",2,2702,1,42,1000000,1001264,112,1,1,1,1,0,1,4,3,1,2,1,0,1,2,150,2,1,2,40,1,1,0,1,0,1,0,0,0,0,1,1,11,1,250,1,9,2,1,0,1,1,3,1,0,0,1,2000,3,0,0,1,1,0,0,0,0,607,101,2,4,4820,9,0,4,4,4,1,2,1,3,0,0,0,0
42814,"H",2,4001,1,42,1000000,1001264,133,1,1,3,0,0,1,1,9,0,0,2,0,0,0,20,0,2,2,1,2,1,0,2,0,0,0,0,0,0,0,1,3,2,510,1,9,0,1,0,1,1,3,1,0,0,0,2,6,0,0,0,0,0,0,0,0,530,29,1,6,21700,9,0,4,4,4,1,1,1,1,0,0,0,5838.517
42829,"H",2,3404,1,42,1000000,1001264,26,2,1,1,3,1,1,4,2,1,2,2,0,2,2,100,2,2,600,3,2,4,2200,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,3e+05,3,2,5,4,0,0,0,28000,4,0,1,0,0,1,1,28000,9,0,4,4,4,1,1,1,7,0,2,0,100241.886
42832,"H",2,2600,1,42,1000000,1001264,30,3,1,1,1,0,1,3,2,2,2,2,0,2,1,100,2,2,1000,3,1,5,200,1,0,2,2,300,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,17500,4,2,6,2,0,0,0,82000,4,0,1,0,0,1,1,82000,9,0,4,4,4,1,1,1,6,0,3,0,58038.892
42867,"H",2,2600,1,42,1000000,1001264,74,5,1,1,1,0,1,3,3,2,2,2,0,2,2,120,2,2,1100,3,1,4,300,1,0,2,1,650,1,1,2,1,8,0,0,1,9,1,1,0,1,1,1,1,0,60000,2,300,2,1,0,0,0,98800,2,0,1,0,0,1,1,103300,9,0,2,2,2,1,1,1,5,1,4,0,0
42875,"H",2,900,1,42,1000000,1001264,137,1,1,2,0,0,1,1,5,0,0,2,0,0,0,50,0,2,2,110,1,1,0,1,0,0,0,0,0,0,0,1,4,2,550,1,9,0,1,0,1,2,3,1,0,0,1,1,3,0,0,0,0,0,0,0,0,710,27,1,4,32000,9,0,4,4,4,1,1,1,1,0,0,0,101761.822
42879,"H",2,1000,1,42,1000000,1001264,25,2,1,1,3,1,1,4,2,2,2,2,0,2,1,80,2,2,1000,3,1,6,500,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,150000,4,2,3,2,0,0,0,50500,4,0,0,0,0,1,1,50500,9,0,4,4,4,1,1,1,4,0,2,0,0
42885,"H",2,300,1,42,1000000,1001264,31,2,1,1,1,0,1,2,2,2,2,2,0,2,1,130,1,2,650,3,1,4,280,1,0,2,2,320,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,39000,2,840,5,1,0,0,0,51000,4,0,0,0,0,1,1,51000,9,0,4,4,4,1,1,1,5,0,2,0,0
42930,"H",2,3900,1,42,1000000,1001264,88,2,1,3,1,0,1,3,2,0,2,2,0,0,0,80,0,2,2,200,2,1,500,1,0,0,0,0,0,3,0,1,10,0,0,1,9,0,1,0,1,1,2,1,0,50000,1,30,1,7,1,0,1,56000,4,0,1,0,0,1,3,56000,9,0,4,4,4,1,1,1,3,0,2,0,69266.816
42963,"H",2,1000,1,42,1000000,1001264,107,5,1,1,1,0,1,5,3,1,2,2,0,2,1,130,2,1,2,130,1,1,0,1,0,2,0,0,0,0,2,1,7,2,700,1,9,2,1,0,1,1,3,1,0,0,3,1,1,1,0,0,0,59000,3,0,0,960,20,1,1,59000,9,0,3,3,3,1,1,1,3,2,5,0,107054.67
42985,"H",2,1100,1,42,1000000,1001264,21,2,1,1,1,0,1,3,2,2,2,2,0,2,1,130,2,2,2100,3,1,4,600,1,0,2,2,660,2,1,2,1,5,0,0,1,9,1,1,0,1,1,1,1,0,95000,2,2,4,1,0,0,0,60600,4,0,0,0,0,1,1,60600,9,0,4,4,4,1,1,1,7,0,2,0,0
43003,"H",2,900,1,42,1000000,1001264,16,2,1,1,1,0,1,3,3,2,2,2,0,2,2,110,1,2,2,40,2,1,0,1,0,2,0,0,0,0,2,1,6,2,250,1,9,2,1,0,1,1,3,1,0,0,1,1000,2,3,1,1,1,18280,4,0,0,483,32,1,1,18280,9,0,4,4,4,1,1,1,4,0,2,0,28783.928
43054,"H",2,1000,1,42,1000000,1001264,85,2,1,3,1,0,1,2,2,0,2,2,0,0,0,90,0,2,400,3,1,4,1100,2,0,0,2,600,2,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,77000,2,2,3,2,1,0,1,55000,4,0,0,0,0,1,1,55000,9,0,4,4,4,1,1,1,5,0,2,0,0
43072,"H",2,1502,1,42,1000000,1001264,117,2,1,1,1,0,1,2,2,2,2,2,0,2,2,70,2,2,2,90,2,1,800,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,65000,1,30,2,8,0,0,0,36100,4,0,0,0,0,1,3,36100,9,0,4,4,4,1,1,1,7,0,2,0,73068.381
43077,"H",2,3211,1,42,1000000,1001264,81,2,1,1,1,0,1,3,3,2,2,2,0,2,2,140,1,2,2,30,1,3,1400,1,0,2,2,1500,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,350000,2,350,18,0,0,0,1,0,0,0,0,0,0,1,7,127000,9,0,4,4,4,1,1,1,1,0,0,0,0
43095,"H",2,3002,1,42,1000000,1001264,138,2,1,3,2,1,1,3,2,0,2,2,0,0,0,200,0,2,2,3,2,4,1000,2,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,325000,2,2,4,4,0,0,0,47800,4,0,0,0,0,1,1,47800,9,0,4,4,4,1,1,1,7,0,2,0,0
43104,"H",2,1300,1,42,1000000,1001264,30,2,1,1,2,1,1,3,2,1,2,2,0,2,1,40,2,2,2,200,1,1,900,1,0,2,2,500,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,110000,6,2,5,5,0,0,0,75000,4,0,1,0,0,1,2,75000,9,0,4,4,4,1,1,1,5,0,2,0,31141.661
43124,"H",2,2402,1,42,1000000,1001264,118,4,1,1,1,0,1,3,2,2,2,2,0,2,2,120,1,2,2,3,1,4,610,1,0,2,1,960,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,140000,2,600,3,1,0,0,0,60000,2,0,0,0,0,1,1,60000,9,0,2,2,2,1,1,1,5,2,4,0,28305.455
43177,"H",2,2803,1,42,1000000,1001264,150,2,1,1,0,0,1,2,5,2,0,2,0,2,2,230,2,2,2,70,1,3,700,1,0,1,1,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,99000,1,1000,1,8,1,0,1,3600,4,0,0,0,0,2,3,3600,9,0,4,4,4,1,1,1,5,0,2,0,0
43311,"H",2,200,1,42,1000000,1001264,53,2,1,1,1,0,1,4,2,1,2,2,0,2,2,90,2,2,2,120,1,1,500,1,0,1,2,340,2,1,2,1,8,0,0,1,9,2,1,110,1,1,1,1,0,70000,2,1200,1,1,0,0,0,75020,4,0,0,0,0,1,1,75020,9,0,4,4,4,1,1,1,6,0,2,0,122121.961
43365,"H",2,4002,1,42,1000000,1001264,45,2,1,1,0,0,1,1,4,2,0,2,0,2,2,40,2,1,2,100,1,1,0,1,0,1,0,0,0,0,2,1,3,2,400,1,9,2,1,0,1,1,3,1,0,0,2,80,4,0,0,0,0,0,0,0,0,547,15,1,5,43000,9,0,4,4,4,1,1,1,1,0,0,0,52927.799
43386,"H",2,803,1,42,1000000,1001264,88,1,1,1,1,0,1,2,2,2,2,2,0,2,2,110,2,1,500,10,2,4,360,1,0,1,2,300,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,80000,1,890,1,0,0,0,0,0,0,0,0,0,0,1,4,15500,9,0,4,4,4,1,1,1,5,0,0,0,36557.608
43428,"H",2,3503,1,42,1000000,1001264,204,2,1,3,3,1,1,2,2,0,2,2,0,0,0,20,0,2,400,3,2,6,0,2,0,0,0,0,0,0,0,1,4,2,400,1,9,0,1,0,1,1,3,1,0,0,1,540,6,8,1,1,1,34700,4,0,0,498,17,1,3,34700,9,0,4,4,4,1,1,1,6,0,2,0,20146.39
43440,"H",2,3106,1,42,1000000,1001264,97,3,1,1,1,0,1,4,2,1,2,2,0,2,2,250,2,2,2,2,1,1,600,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,3e+05,2,400,4,8,0,0,0,54250,4,0,0,0,0,1,3,54250,9,0,4,4,4,1,1,1,7,0,3,0,0
43472,"H",2,1900,1,42,1000000,1001264,70,4,1,1,2,1,1,4,2,2,2,2,0,2,2,140,2,2,2,100,1,1,880,1,0,1,1,2000,1,1,2,1,13,0,0,1,9,2,1,0,1,1,1,1,0,4e+05,2,600,11,1,1,0,1,129300,2,0,0,0,0,1,1,129300,9,0,2,2,2,1,1,1,3,2,4,0,129379.578
43475,"H",2,3800,1,42,1000000,1001264,21,3,1,1,2,1,1,4,2,2,2,2,0,2,2,140,2,2,2000,3,2,4,800,1,0,1,1,600,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,86000,3,2,1,2,0,0,0,46220,2,0,0,0,0,1,1,46220,9,0,2,2,2,1,1,1,1,1,3,0,84764.065
43483,"H",2,4001,1,42,1000000,1001264,150,3,1,1,1,0,1,4,2,2,2,2,0,2,2,120,2,2,2,120,1,1,600,1,0,1,1,930,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,145000,2,1500,1,2,0,0,0,43000,1,0,0,0,0,1,1,43000,9,0,1,1,1,1,1,1,4,1,3,0,0
43504,"H",2,2701,1,42,1000000,1001264,46,2,1,1,1,0,1,4,2,2,2,2,0,2,1,100,2,2,3600,3,2,4,510,1,0,1,2,50,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,99000,2,430,1,1,0,0,0,64000,4,0,0,0,0,1,1,64000,9,0,4,4,4,1,1,1,7,0,2,0,0
43513,"H",2,1701,1,42,1000000,1001264,52,1,1,3,1,0,1,4,2,0,2,2,0,0,0,60,0,2,2,70,2,1,1600,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,123000,1,420,1,0,0,0,0,0,0,0,1,0,0,1,4,21100,9,0,4,4,4,1,1,1,7,0,0,0,0
43561,"H",2,3101,1,42,1000000,1001264,100,2,1,3,0,0,1,2,7,0,0,2,0,0,0,40,0,2,2,20,2,1,0,2,0,0,0,0,0,0,0,1,4,2,1100,1,9,0,1,0,1,1,3,1,0,0,0,2,5,8,0,0,0,19610,4,0,0,1160,71,1,3,19610,9,0,4,4,4,1,1,1,1,0,2,0,39319.239
43654,"H",2,1200,1,42,1000000,1001264,28,2,1,1,2,1,1,3,2,2,2,2,0,2,2,60,2,2,2,20,2,3,500,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,2,2,5,4,1,0,1,44200,4,0,0,0,0,1,1,44200,9,0,4,4,4,1,1,1,7,0,2,0,0
43685,"H",2,3106,1,42,1000000,1001264,115,5,1,1,1,0,1,3,2,1,2,2,0,2,2,150,2,2,2,50,1,1,2000,1,0,1,2,2300,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,520000,2,850,8,1,0,0,0,198500,3,0,0,0,0,3,1,198500,9,0,3,3,3,1,1,1,3,3,5,0,146336.749
43703,"H",2,1900,1,42,1000000,1001264,93,5,1,1,2,1,1,4,2,2,2,2,0,2,2,130,2,2,500,10,2,6,920,1,0,2,2,180,2,1,2,1,8,0,0,1,9,1,1,0,1,1,1,1,0,89000,3,2,1,2,0,0,1,37400,2,0,0,0,0,1,1,39900,9,0,2,2,2,1,1,1,6,1,4,0,0
43782,"H",2,3702,1,42,1000000,1001264,300,4,1,1,1,0,1,3,3,1,2,2,0,2,2,160,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,5,2,980,1,9,2,1,0,1,1,3,1,0,0,2,1,10,7,0,0,1,15000,1,0,0,1140,32,1,3,42400,9,0,1,1,1,1,1,1,1,1,2,0,0
43785,"H",2,3211,1,42,1000000,1001264,205,1,1,2,1,0,1,3,3,0,2,2,0,0,0,40,0,1,2,80,2,1,0,1,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,159000,0,490,1,0,0,0,0,0,0,0,0,0,0,1,6,8800,9,0,4,4,4,1,1,1,4,0,0,0,0
43954,"H",2,1300,1,42,1000000,1001264,27,4,1,1,2,1,1,3,2,1,2,2,0,2,1,100,2,2,2,180,1,1,1000,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,170000,4,2,1,2,1,0,1,160130,2,0,0,0,0,1,1,160130,9,0,2,2,2,1,1,1,7,1,4,0,0
43958,"H",2,500,1,42,1000000,1001264,72,2,1,3,2,1,1,3,2,0,2,2,0,0,0,90,0,2,1200,3,2,4,2500,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,5e+05,2,2,6,1,0,0,0,42000,4,0,0,0,0,1,1,42000,9,0,4,4,4,1,1,1,6,0,2,0,0
43983,"H",2,2901,1,42,1000000,1001264,75,1,1,3,0,0,1,1,9,0,0,2,0,0,0,70,0,2,1,3,1,3,0,2,0,0,0,0,0,0,0,1,3,2,240,1,9,0,1,0,1,1,3,1,0,0,1,2,5,0,0,1,1,0,0,0,0,310,20,1,6,18400,9,0,4,4,4,1,1,1,5,0,0,0,0
43987,"H",2,3003,1,42,1000000,1001264,76,2,1,1,1,0,1,3,2,2,2,2,0,2,2,150,2,2,2500,3,1,4,1200,1,0,1,1,1400,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,600,3,0,0,0,0,0,0,0,0,0,0,5,5,114010,9,0,4,4,4,1,1,1,4,0,0,0,31852.004
44008,"H",2,1200,1,42,1000000,1001264,27,5,1,1,1,0,1,3,2,1,1,1,0,2,1,80,2,2,2,3,1,8,800,1,0,2,1,690,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,120000,2,1200,1,1,0,0,0,66700,2,0,0,0,0,1,1,66700,9,0,2,2,2,1,1,1,3,3,5,0,100888.011
44015,"H",2,2701,1,42,1000000,1001264,91,1,1,3,1,0,1,3,2,0,2,2,0,0,0,50,0,2,1800,40,2,4,460,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,125000,1,550,3,0,0,0,1,0,0,0,1,0,0,1,6,28400,9,0,4,4,4,1,1,1,7,0,0,0,33644.98
44021,"H",2,3404,1,42,1000000,1001264,45,5,1,1,2,1,1,4,2,1,2,2,0,2,2,150,2,2,2,450,1,2,1000,1,0,1,1,1900,1,1,2,1,12,0,0,1,9,2,1,550,1,1,1,1,0,3e+05,3,2,8,1,1,0,1,17400,3,0,0,0,0,1,1,17400,9,0,3,3,3,1,1,1,5,3,5,0,0
44040,"H",2,1300,1,42,1000000,1001264,21,1,1,3,2,1,1,3,2,0,2,2,0,0,0,90,0,2,1300,3,2,6,750,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,2e+05,2,2,6,0,0,0,1,0,0,0,1,0,0,1,4,23500,9,0,4,4,4,1,1,1,6,0,0,0,0
44054,"H",2,101,1,42,1000000,1001264,92,3,1,1,1,0,1,2,2,2,2,2,0,2,1,50,2,2,2,80,1,1,600,1,0,2,1,700,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,120000,1,30,4,5,0,0,0,51000,2,0,0,0,0,1,2,51000,9,0,2,2,2,1,1,1,3,2,3,0,30014.075
44060,"H",2,3601,1,42,1000000,1001264,24,3,1,1,1,0,1,3,2,2,2,2,0,2,2,160,2,2,2,50,1,1,520,1,0,1,2,650,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,125000,3,1400,8,5,1,0,1,19130,4,0,1,0,0,1,2,51130,9,0,4,4,4,1,1,1,1,0,2,0,52136.702
44076,"H",2,3205,1,42,1000000,1001264,224,5,1,1,1,0,1,3,3,2,2,2,0,2,2,200,2,1,2,560,1,1,900,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,125000,3,1200,3,2,0,0,0,73500,3,0,0,0,0,2,1,73500,9,0,3,1,3,1,1,1,6,1,5,0,34851.137
44118,"H",2,900,1,42,1000000,1001264,183,1,1,3,1,0,1,2,1,0,2,2,0,0,0,50,0,1,2,3,2,4,0,2,0,0,0,0,0,0,0,1,3,2,580,1,9,0,1,0,1,1,3,1,0,0,1,1,7,0,0,1,0,0,0,0,0,630,49,1,6,15400,9,0,4,4,4,1,1,1,1,0,0,0,15870.435
44158,"H",2,3403,1,42,1000000,1001264,95,3,1,1,1,0,1,3,3,1,2,2,0,1,2,130,2,1,2,130,1,1,1200,1,0,1,1,420,1,1,2,1,6,0,0,1,9,1,1,0,1,1,1,1,0,65000,1,60,1,8,1,0,1,14400,1,0,0,0,0,1,3,14400,9,1,1,4,1,1,1,1,5,0,3,0,0
44212,"H",2,1701,1,42,1000000,1001264,108,1,1,3,0,0,1,2,6,0,0,2,0,0,0,50,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,640,1,9,0,1,0,1,1,3,1,0,0,0,2,6,0,0,0,1,0,0,0,0,690,60,1,6,13900,9,0,4,4,4,1,1,1,3,0,0,0,0
44245,"H",2,3202,1,42,1000000,1001264,100,2,1,1,1,0,1,3,2,1,2,2,0,2,2,70,1,2,2,230,1,1,770,1,0,2,1,1600,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,190000,2,600,3,1,0,0,0,114000,4,0,0,0,0,1,1,114000,9,0,4,4,4,1,1,1,5,0,2,0,121746.742
44286,"H",2,1300,1,42,1000000,1001264,24,1,1,3,1,0,1,3,2,0,2,2,0,0,0,40,0,2,2,60,2,1,610,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,38000,0,80,1,0,0,0,1,0,0,0,0,0,0,1,4,14800,9,0,4,4,4,1,1,1,7,0,0,0,8544.268
44310,"H",2,2002,1,42,1000000,1001264,184,1,1,1,0,0,1,2,9,2,0,2,310,2,2,60,2,2,2,3,2,3,540,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,1,6,0,0,0,0,0,0,0,0,0,0,1,6,111000,9,0,4,4,4,1,1,1,6,0,0,0,6979.295
44345,"H",2,2500,1,42,1000000,1001264,72,2,1,1,1,0,1,3,2,2,2,2,0,2,2,200,2,2,2,50,1,3,300,1,0,1,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,140000,3,450,8,7,0,0,0,28800,4,0,0,0,0,1,3,28800,9,0,4,4,4,1,1,1,4,0,2,0,0
44348,"H",2,3105,1,42,1000000,1001264,102,3,1,1,1,0,1,3,2,1,2,2,0,2,2,220,2,2,2400,3,1,4,2200,1,0,1,2,680,2,1,2,1,7,0,0,1,9,2,1,1100,1,1,1,1,0,240000,3,1200,3,1,0,0,0,184800,4,0,0,0,0,1,1,184800,9,0,4,4,4,1,1,1,5,0,3,0,0
44362,"H",2,3603,1,42,1000000,1001264,49,2,1,1,3,1,1,3,2,1,2,2,0,2,2,100,2,2,450,40,1,6,2000,1,0,2,1,1000,1,1,1,1,6,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,5,2,1,1,0,0,0,1e+05,4,0,0,0,0,1,1,100000,9,0,4,4,4,1,1,1,5,0,2,0,17911.301
44424,"H",2,400,1,42,1000000,1001264,29,3,1,1,3,2,1,4,2,2,2,2,0,2,1,60,2,2,2,10,2,4,700,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,2,2,1,2,0,0,0,139000,1,0,0,0,0,1,1,139000,9,0,1,1,1,1,1,1,4,1,3,0,0
44461,"H",2,3502,1,42,1000000,1001264,140,2,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,1600,50,1,4,0,1,0,1,0,0,0,0,2,1,6,2,1000,1,9,2,1,0,1,1,3,1,0,0,2,400,4,1,0,0,0,75300,4,0,0,1316,21,1,1,75300,9,0,4,4,4,1,1,1,1,0,2,0,0
44471,"H",2,300,1,42,1000000,1001264,211,1,1,3,1,0,1,2,2,0,2,2,0,0,0,60,0,2,2,10,2,1,0,2,0,0,0,0,0,0,0,1,5,2,430,1,9,0,1,0,1,1,3,1,0,0,1,460,3,0,0,0,1,0,0,0,0,538,15,1,6,42600,9,0,4,4,4,1,1,1,5,0,0,0,42317.452
44474,"H",2,200,1,42,1000000,1001264,32,2,1,1,2,1,1,3,2,2,2,2,0,2,2,110,2,2,2,70,2,1,600,1,0,1,1,650,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,80000,2,180,4,1,0,0,0,58000,4,0,0,0,0,1,1,58000,9,0,4,4,4,1,1,1,4,0,2,0,0
44511,"H",2,1502,1,42,1000000,1001264,96,5,1,1,1,0,1,4,2,2,2,2,0,2,2,140,2,2,2,120,1,1,710,1,0,1,2,720,2,1,2,1,8,0,0,1,9,2,1,480,1,1,1,1,0,129000,2,1300,1,1,0,0,0,97600,2,0,1,0,0,1,1,97600,9,0,2,2,2,1,1,1,5,3,5,0,0
44525,"H",2,200,1,42,1000000,1001264,15,1,1,3,2,1,1,3,2,0,2,2,0,0,0,90,0,2,1000,3,2,6,900,2,0,0,1,750,1,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,85000,1,300,1,0,0,0,0,0,0,0,1,0,0,1,4,17600,9,0,4,4,4,1,1,1,5,0,0,0,136985.969
44586,"H",2,3701,1,42,1000000,1001264,87,2,1,1,1,0,1,3,2,2,2,2,0,2,2,130,2,2,1200,3,2,4,480,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,130000,1,840,2,4,0,0,0,45800,4,0,0,0,0,1,1,45800,9,0,4,4,4,1,1,1,3,0,2,0,46003.792
44592,"H",2,102,1,42,1000000,1001264,160,9,1,1,1,0,1,5,2,2,2,2,0,2,1,240,2,1,2,100,1,1,800,1,0,2,1,800,1,1,2,1,9,0,0,1,9,2,1,50,1,1,1,1,0,150000,3,900,6,2,0,0,0,45200,2,0,0,0,0,1,1,45200,9,0,3,3,3,1,1,1,4,6,9,0,0
44625,"H",2,3209,1,42,1000000,1001264,83,2,1,1,0,0,1,2,6,1,0,2,0,2,2,40,2,2,2,1,1,3,0,1,0,1,0,0,0,0,2,1,4,2,1400,1,9,2,1,0,1,1,3,1,0,0,1,1,4,1,0,0,0,85800,4,0,0,1440,20,1,1,85800,9,0,4,4,4,1,1,1,3,0,2,0,0
44688,"H",2,1803,1,42,1000000,1001264,154,3,1,1,1,0,1,2,2,2,2,2,0,2,2,90,2,2,2,100,2,1,400,1,0,2,1,1000,1,1,2,1,5,0,0,1,9,1,1,0,1,1,1,1,0,99000,1,700,3,7,1,0,1,60710,4,0,1,0,0,1,3,60710,9,0,4,4,4,1,1,1,5,0,3,0,0
44689,"H",2,1802,1,42,1000000,1001264,91,1,1,1,1,0,1,5,2,2,2,2,0,2,2,80,2,2,2,30,1,1,2000,1,0,1,1,2100,1,1,2,1,9,0,0,1,9,1,1,0,1,1,1,1,0,485000,2,80,16,0,0,0,0,0,0,0,0,0,0,3,4,200000,9,0,4,4,4,1,1,1,3,0,0,0,64740.819
44740,"H",2,3106,1,42,1000000,1001264,101,2,1,1,1,0,1,4,2,2,2,2,0,2,2,190,1,2,2,3,1,3,2000,1,0,2,1,3200,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,2,500,6,2,1,0,1,109000,4,0,1,0,0,1,1,109000,9,0,4,4,4,1,1,1,7,0,2,0,199302.922
44752,"H",2,3206,1,42,1000000,1001264,143,2,1,1,1,0,1,4,3,2,2,2,0,2,2,90,2,2,2,150,2,1,900,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,275000,0,580,2,4,0,0,0,34770,4,0,0,0,0,1,1,34770,9,0,4,4,4,1,1,1,7,0,2,0,78735.757
44873,"H",2,1701,1,42,1000000,1001264,144,1,1,2,1,0,1,4,2,0,2,2,0,0,0,80,0,1,2,20,2,1,400,1,0,0,1,860,1,1,0,1,8,0,0,1,9,0,1,130,1,1,1,1,0,1e+05,1,350,1,0,0,0,0,0,0,0,0,0,0,1,6,6100,9,0,4,4,4,1,1,1,5,0,0,0,53053.677
44912,"H",2,300,1,42,1000000,1001264,15,2,1,1,1,0,1,3,2,2,2,2,0,2,2,80,2,2,2,3,1,4,350,1,0,1,2,450,2,1,2,1,6,0,0,1,9,2,1,80,1,1,1,1,0,70000,2,700,1,1,0,0,0,86000,4,0,0,0,0,1,1,86000,9,0,4,4,4,1,1,1,6,0,2,0,66173.596
44933,"H",2,3104,1,42,1000000,1001264,145,1,1,1,1,0,1,2,3,1,2,2,280,2,2,100,1,2,2,1,1,1,0,1,0,2,1,540,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,115000,1,1,4,0,0,0,1,0,0,0,0,0,0,1,4,85000,9,0,4,4,4,1,1,1,5,0,0,0,0
