"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
95585,"H",2,200,1,42,1000000,1001264,71,3,1,1,1,0,1,3,2,1,2,2,0,2,2,110,2,2,2,150,1,1,570,1,0,1,1,880,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,2,1300,3,1,0,0,0,76300,2,0,0,0,0,1,1,76300,9,0,2,2,2,1,1,1,4,1,3,0,37764.279
95601,"H",2,2301,1,42,1000000,1001264,67,2,1,1,2,1,1,2,2,2,2,2,0,2,2,120,2,2,2,3,2,3,500,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,3,2,7,4,0,0,0,23400,4,0,1,0,0,1,1,23400,9,0,4,4,4,1,1,1,6,0,2,0,45086.436
95612,"H",2,3103,1,42,1000000,1001264,76,2,1,3,1,0,1,3,2,0,2,2,0,0,0,110,0,2,1700,3,2,4,830,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,96000,1,970,2,4,0,0,0,39100,4,0,0,0,0,1,1,39100,9,0,4,4,4,1,1,1,7,0,2,0,27730.029
95658,"H",2,2100,1,42,1000000,1001264,25,1,1,1,1,0,1,4,2,2,2,2,0,2,2,130,2,2,5400,3,2,4,550,2,0,2,1,620,1,1,2,1,11,0,0,1,9,1,1,0,1,1,1,1,0,110000,1,950,3,0,0,0,0,0,0,0,1,0,0,1,4,58000,9,0,4,4,4,1,1,1,7,0,0,0,36252.253
95733,"H",2,1701,1,42,1000000,1001264,95,2,1,1,1,0,1,4,2,1,2,2,0,2,2,370,2,2,2,50,1,1,5600,1,0,1,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,1813000,3,360,1,1,1,0,1,489200,4,0,0,0,0,1,1,489200,9,0,4,4,4,1,1,1,5,0,2,0,92352
95734,"H",2,1100,1,42,1000000,1001264,39,1,1,1,3,1,1,3,2,2,2,2,0,2,2,70,2,2,1000,180,1,2,600,1,0,2,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,150000,2,2,7,0,0,0,0,0,0,0,0,0,0,1,4,45900,9,0,4,4,4,1,1,1,1,0,0,0,24252.008
95743,"H",2,2703,1,42,1000000,1001264,396,3,1,3,1,0,1,4,2,0,2,2,0,0,0,150,0,2,4000,3,1,4,0,2,0,0,0,0,0,0,0,1,7,2,800,1,9,0,1,0,1,1,3,1,0,0,2,500,1,7,0,0,0,21900,3,0,0,1325,73,1,3,21900,9,0,3,3,3,1,1,1,3,2,3,0,45897
95790,"H",2,1801,1,42,1000000,1001264,13,1,1,1,1,0,1,3,2,2,2,2,0,2,2,80,2,2,2,50,1,1,600,1,0,1,2,320,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,185000,1,60,4,0,0,0,0,0,0,0,0,0,0,1,6,35400,9,0,4,4,4,1,1,1,4,0,0,0,24423.606
95809,"H",2,3004,1,42,1000000,1001264,82,2,1,1,1,0,1,3,2,1,2,2,0,2,2,160,2,2,5400,3,1,4,1600,1,0,1,1,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,225000,0,1300,5,3,1,0,1,114800,4,0,0,0,0,1,1,114800,9,0,4,4,4,1,1,1,5,0,2,0,51811.621
95844,"H",2,500,1,42,1000000,1001264,26,2,1,3,3,1,1,2,2,0,2,2,0,0,0,130,0,2,1000,10,1,5,600,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,250000,4,2,1,1,0,0,0,163000,4,0,0,0,0,1,1,163000,9,0,4,4,4,1,1,1,5,0,2,0,31233.293
95890,"H",2,400,1,42,1000000,1001264,89,3,1,1,1,0,1,3,1,2,2,2,0,2,1,100,2,1,2,110,1,1,0,1,2500,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,11000,2,1,7,7,0,0,0,28800,1,0,0,0,0,1,3,28800,9,1,1,4,1,1,1,2,2,0,3,0,31197.273
95937,"H",2,702,1,42,1000000,1001264,34,2,1,1,1,0,1,3,2,2,2,2,0,2,2,40,2,2,2500,3,1,4,700,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,188000,2,1400,4,6,0,0,0,33900,4,0,0,0,0,1,2,33900,9,0,4,4,4,1,1,1,7,0,2,0,10962
95968,"H",2,1300,1,42,1000000,1001264,32,2,1,3,2,1,1,3,2,0,2,2,0,0,0,60,0,2,2,100,2,2,0,2,0,0,0,0,0,0,0,1,6,2,200,1,9,0,1,0,1,1,3,1,0,0,2,2,2,4,1,1,1,16100,4,0,0,360,27,1,1,16100,9,0,4,4,4,1,1,1,5,0,2,0,19228.174
96111,"H",2,3602,1,42,1000000,1001264,43,2,1,1,1,0,1,2,3,1,1,2,0,2,2,100,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,4,2,650,1,9,2,1,0,1,1,3,1,0,0,1,1,3,2,1,0,1,63200,4,0,0,800,15,1,1,63200,9,0,4,4,4,1,1,1,4,0,2,0,35258.067
96160,"H",2,3304,1,42,1000000,1001264,160,2,1,1,1,0,1,4,2,2,2,2,0,2,2,110,1,2,2,50,1,1,1000,1,0,2,2,500,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,550000,2,560,7,1,0,0,0,418000,4,0,1,0,0,1,1,418000,9,0,4,4,4,1,1,1,6,0,2,0,32307.458
96259,"H",2,1501,1,42,1000000,1001264,19,3,1,1,3,6,1,4,2,1,2,2,0,2,2,80,2,2,500,3,1,6,900,1,0,1,2,4,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,5,2,1,2,1,0,1,77900,2,0,1,0,0,1,1,77900,9,1,2,4,2,1,1,1,7,0,3,1,21143.195
96432,"H",2,2600,1,42,1000000,1001264,47,2,1,3,1,0,1,2,2,0,2,2,0,0,0,140,0,2,800,3,2,4,600,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,50000,2,2,3,0,0,0,0,0,0,0,0,0,0,1,7,45100,9,0,4,4,4,1,1,1,7,0,0,0,54695.497
96448,"H",2,1200,1,42,1000000,1001264,391,2,1,3,0,0,1,1,4,0,0,2,0,0,0,90,0,1,1,3,2,4,0,2,0,0,0,0,0,0,0,1,3,2,680,1,9,0,1,0,1,1,3,1,0,0,1,1,4,1,1,0,1,37000,4,0,0,770,25,1,1,37000,9,0,4,4,4,1,1,1,4,0,2,0,26385.963
96471,"H",2,3603,1,42,1000000,1001264,143,3,1,1,1,0,1,3,2,1,2,2,0,2,2,140,2,1,2,270,1,1,700,2,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,90000,1,600,1,7,0,0,0,46000,2,0,0,0,0,1,3,46000,9,1,2,4,2,1,1,2,7,0,3,0,52759.756
96487,"H",2,2500,1,42,1000000,1001264,77,2,1,1,1,0,1,3,2,2,2,2,0,2,2,70,2,2,2,50,2,1,530,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,220000,2,50,11,0,0,0,0,0,0,0,1,0,0,1,7,107800,9,0,4,4,4,1,1,1,1,0,0,0,22164.89
96584,"H",2,2701,1,42,1000000,1001264,24,2,1,1,1,0,1,3,2,1,2,2,0,2,2,180,2,2,1500,3,1,4,600,1,0,1,2,1300,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,160000,3,1400,3,1,0,0,0,121000,4,0,0,0,0,1,1,121000,9,0,4,4,4,1,1,1,5,0,2,0,63111.394
96632,"H",2,3402,1,42,1000000,1001264,148,2,1,1,2,1,1,4,2,2,2,2,0,2,2,130,1,2,2100,3,1,4,720,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,4e+05,2,430,5,2,0,0,0,101130,4,0,0,0,0,1,1,101130,9,0,4,4,4,1,1,1,5,0,2,0,34733.575
96679,"H",2,3105,1,42,1000000,1001264,178,1,1,1,1,0,1,2,3,2,2,2,280,2,2,100,2,2,2,30,1,1,100,1,0,1,2,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,150000,1,1,4,0,0,0,0,0,0,0,0,0,0,1,6,80000,9,0,4,4,4,1,1,1,4,0,0,0,41334.991
96723,"H",2,801,1,42,1000000,1001264,190,1,1,1,2,1,1,2,2,2,2,2,0,2,1,60,2,2,2,210,1,1,2000,1,0,2,1,700,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,300,5,0,0,0,0,0,0,0,0,0,0,1,6,56000,9,0,4,4,4,1,1,1,2,0,0,0,39563.448
96849,"H",2,1807,1,42,1000000,1001264,139,2,1,1,1,0,1,2,2,2,2,2,0,2,2,50,2,2,2,180,1,1,600,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,135000,1,500,3,2,1,0,1,69600,4,0,0,0,0,4,1,69600,9,0,4,4,4,1,1,1,3,0,2,0,11930.149
96934,"H",2,1000,1,42,1000000,1001264,40,1,1,3,2,1,1,3,2,0,2,2,0,0,0,200,0,2,500,3,2,6,600,2,0,0,1,1200,1,1,0,1,9,0,0,1,9,0,1,0,1,1,1,1,0,150000,1,2,5,0,0,0,1,0,0,0,0,0,0,1,6,45400,9,0,4,4,4,1,1,1,7,0,0,0,74756.59
96939,"H",2,3210,1,42,1000000,1001264,75,1,1,1,1,0,1,3,3,2,2,2,0,2,2,90,2,2,2,130,1,1,450,1,0,1,2,440,2,1,2,1,5,0,0,1,9,2,1,410,1,1,1,1,0,60000,1,30,8,0,0,0,0,0,0,0,1,0,0,4,4,50000,9,0,4,4,4,1,2,1,5,0,0,0,22457.307
96949,"H",2,701,1,42,1000000,1001264,60,2,1,1,1,0,1,3,2,2,2,2,0,2,2,100,2,2,2,30,2,1,1200,1,0,1,2,550,2,1,2,1,7,0,0,1,9,2,1,290,1,1,1,1,0,1e+05,2,1200,1,4,0,0,0,63400,4,0,1,0,0,1,1,63400,9,0,4,4,4,1,1,1,7,0,2,0,25961.368
96984,"H",2,4001,1,42,1000000,1001264,180,4,1,1,1,0,1,4,2,1,2,2,0,2,2,100,2,2,2,80,1,1,150,1,0,1,1,1500,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,220000,2,800,8,1,0,0,0,154000,2,0,0,0,0,2,1,154000,9,0,2,2,2,1,1,1,4,2,4,0,29357.639
96996,"H",2,500,1,42,1000000,1001264,59,2,1,1,2,1,1,4,2,2,2,2,0,1,2,100,2,2,3000,4,2,4,800,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,250000,2,2,10,3,0,0,0,45000,4,0,0,0,0,1,1,45000,9,0,4,4,4,1,1,1,4,0,2,0,29547.129
97007,"H",2,1802,1,42,1000000,1001264,87,1,1,1,1,0,1,2,2,2,2,2,0,2,1,130,2,2,2,80,1,1,500,1,0,2,2,1200,1,1,2,1,5,0,0,1,9,2,1,130,1,1,1,1,0,1e+05,1,80,3,0,0,0,0,0,0,0,1,0,0,1,6,1500,9,0,4,4,4,1,1,1,7,0,0,0,41851
97041,"H",2,500,1,42,1000000,1001264,26,2,1,1,2,1,1,3,2,2,2,2,0,2,1,100,2,2,2000,3,2,4,520,2,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,250000,1,2,4,1,1,0,1,118000,4,0,1,0,0,1,1,118000,9,0,4,4,4,1,1,1,7,0,2,0,35274.467
97049,"H",2,1900,1,42,1000000,1001264,55,2,1,3,1,0,1,2,2,0,2,2,0,0,0,60,0,1,2,100,1,1,0,2,0,0,0,0,0,0,0,1,4,2,600,1,9,0,1,0,1,1,3,1,0,0,2,1200,1,8,0,0,0,9600,4,0,0,860,101,1,3,9600,9,0,4,4,4,1,1,1,3,0,2,0,14950.591
97067,"H",2,2703,1,42,1000000,1001264,122,3,1,1,1,0,1,5,2,2,2,2,0,2,1,70,2,2,2200,3,1,4,800,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,225000,2,500,3,1,1,0,1,81640,1,0,0,0,0,1,1,81640,9,0,1,1,1,1,1,1,4,1,3,0,21653.515
97131,"H",2,1701,1,42,1000000,1001264,163,2,1,1,1,0,1,3,2,2,2,1,0,2,2,110,2,2,2,180,1,1,400,1,0,1,2,460,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,87000,2,1200,1,7,1,0,1,73000,4,0,0,0,0,1,3,73000,9,0,4,4,4,1,1,1,5,0,2,0,34925.468
97238,"H",2,1804,1,42,1000000,1001264,43,2,1,3,1,0,1,3,2,0,2,2,0,0,0,130,0,2,2,100,2,1,800,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,75000,1,3000,3,4,1,0,1,4300,4,0,0,0,0,1,1,4300,9,0,4,4,4,1,1,1,7,0,2,0,23163.921
97276,"H",2,1300,1,42,1000000,1001264,54,1,1,1,1,0,1,3,2,1,2,2,0,2,1,40,2,2,2,120,2,1,1200,1,0,2,0,0,0,3,1,1,6,0,0,1,9,2,1,0,1,1,2,1,0,75000,1,550,1,0,0,0,0,0,0,0,0,0,0,1,4,24500,9,0,4,4,4,1,1,1,7,0,0,0,15498.343
97348,"H",2,1801,1,42,1000000,1001264,47,3,1,1,1,0,1,2,2,2,2,2,0,2,2,120,1,2,2,160,1,1,750,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,73000,3,430,1,1,1,0,1,142900,4,0,0,0,0,1,1,142900,9,0,4,4,4,1,1,1,5,0,3,0,48119.862
97390,"H",2,4002,1,42,1000000,1001264,57,3,1,1,1,0,1,3,2,1,2,1,0,2,2,120,2,1,2,90,1,1,0,1,0,1,0,0,0,0,2,1,6,2,500,1,9,2,1,0,1,1,3,1,0,0,2,1,3,7,0,0,0,31100,2,0,0,710,27,1,3,31100,9,0,2,2,2,1,1,1,1,1,2,0,35472.858
97392,"H",2,400,1,42,1000000,1001264,30,2,1,1,2,1,1,3,2,2,2,2,0,2,1,70,2,2,2,170,1,1,750,1,0,2,1,500,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,2,2,1,1,0,0,0,73570,4,0,0,0,0,1,1,73570,9,0,4,4,4,1,1,1,4,0,2,0,19938.168
97403,"H",2,2802,1,42,1000000,1001264,149,3,1,1,2,1,1,2,2,2,2,2,0,2,1,90,2,2,1800,3,1,4,0,1,0,2,0,0,0,0,2,1,4,2,450,1,9,2,1,0,1,1,3,1,0,0,4,2,1,2,0,0,0,45700,2,0,0,690,18,1,1,45700,9,0,2,2,2,1,1,1,6,1,3,0,23583
97591,"H",2,200,1,42,1000000,1001264,87,1,1,3,1,0,1,2,2,0,2,2,0,0,0,40,0,2,2,100,2,2,460,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,85000,1,560,1,0,0,0,1,0,0,0,1,0,0,1,6,18000,9,0,4,4,4,1,1,1,7,0,0,0,10082.915
97613,"H",2,1600,1,42,1000000,1001264,57,3,1,1,2,1,1,3,2,2,2,2,0,2,1,90,2,2,2,100,1,2,600,1,0,2,1,1200,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,2,7,5,0,0,0,68000,2,0,0,0,0,1,2,99500,9,0,2,2,2,1,1,1,3,1,2,0,33400.845
97666,"H",2,3201,1,42,1000000,1001264,182,2,1,1,0,0,1,1,4,1,0,2,0,2,2,60,2,2,2,90,1,1,0,1,0,1,0,0,0,0,2,1,6,2,1100,1,9,2,1,0,1,1,3,1,0,0,2,1,7,4,1,0,1,47100,4,0,0,1250,32,1,1,47100,9,0,4,4,4,1,1,1,2,0,2,0,15996.322
97681,"H",2,4002,1,42,1000000,1001264,153,2,1,1,2,1,1,4,2,1,2,2,0,2,2,130,2,2,2,3,1,6,640,1,0,2,1,580,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,175000,2,1200,1,3,0,0,0,49000,4,0,0,0,0,1,1,49000,9,0,4,4,4,1,1,1,6,0,2,0,36708.215
97700,"H",2,1300,1,42,1000000,1001264,27,2,1,1,3,1,1,3,2,1,2,2,0,2,2,170,2,2,230,240,1,1,900,1,0,1,1,1400,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,209000,1,2,6,5,0,0,0,85130,2,0,0,0,0,1,2,85130,9,0,2,2,2,1,1,1,5,1,2,0,65466.039
97779,"H",2,3304,1,42,1000000,1001264,77,1,1,1,0,0,1,2,7,1,0,2,320,2,2,90,1,2,1,3,2,4,350,1,0,2,2,600,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,90000,1,2,6,0,0,0,0,0,0,0,1,0,0,1,6,24000,9,0,4,4,4,1,1,1,7,0,0,0,13339.232
97839,"H",2,2402,1,42,1000000,1001264,25,2,1,1,2,1,1,3,2,2,2,2,0,2,2,80,2,2,500,70,1,4,610,1,0,1,2,600,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,170000,2,2,5,8,0,0,0,66000,4,0,0,0,0,1,3,66000,9,0,4,4,4,1,1,1,3,0,2,0,23680.564
97840,"H",2,3206,1,42,1000000,1001264,56,4,1,1,2,1,1,5,2,2,2,2,0,2,2,150,1,2,3000,30,1,4,2000,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,6e+05,3,600,4,2,0,0,0,428000,4,0,1,0,0,2,1,428000,9,0,4,4,4,1,1,1,7,0,4,0,55031
97841,"H",2,803,1,42,1000000,1001264,29,1,1,3,1,0,1,3,2,0,2,2,0,0,0,70,0,2,2,3,2,3,900,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,75000,1,2,6,0,0,0,1,0,0,0,0,0,0,1,6,42700,9,0,4,4,4,1,1,1,7,0,0,0,41135.471
97862,"H",2,2302,1,42,1000000,1001264,119,2,1,1,1,0,1,3,2,1,2,2,0,2,2,190,2,2,2,40,1,1,900,1,0,1,2,2000,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,425000,3,1400,10,0,0,0,0,0,0,0,0,0,0,1,7,310000,9,0,4,4,4,1,1,1,4,0,0,0,82130.152
97875,"H",2,2200,1,42,1000000,1001264,31,2,1,3,3,1,1,2,2,0,2,2,0,0,0,70,0,2,2600,3,2,4,1500,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,2,2,1,0,1813000,1,90,13,4,1,0,1,27790,4,0,1,0,0,1,1,27790,9,0,4,4,4,1,1,1,4,0,2,0,17389.923
98150,"H",2,3104,1,42,1000000,1001264,53,4,1,1,1,0,1,4,2,1,2,2,0,2,2,350,1,2,2,50,1,1,1000,1,0,2,1,2300,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,450000,2,750,4,1,0,0,0,171000,1,0,0,0,0,1,1,171000,9,0,1,1,1,1,1,1,2,2,4,0,113964.28
98174,"H",2,3603,1,42,1000000,1001264,174,2,1,1,1,0,1,4,2,1,2,2,0,2,2,150,2,2,2,80,1,2,720,1,0,1,0,0,0,3,2,1,13,0,0,1,9,2,1,0,1,1,2,1,0,360000,4,60,10,1,0,0,0,85500,4,0,0,0,0,1,1,85500,9,0,4,4,4,1,1,1,4,0,2,0,44770
98275,"H",2,3402,1,42,1000000,1001264,128,4,1,2,1,0,1,4,2,0,2,2,0,0,0,640,0,2,2,2,1,1,5600,1,0,0,2,1900,1,1,0,1,12,0,0,1,9,0,1,1000,1,1,1,1,0,7e+05,3,1000,6,2,0,0,0,408000,2,0,0,0,0,1,1,408000,9,0,2,2,2,1,1,1,5,2,4,0,210288.97
98325,"H",2,3304,1,42,1000000,1001264,24,2,1,1,1,0,1,3,2,1,2,2,0,2,2,170,2,2,2400,3,1,4,1200,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,280000,2,270,2,2,0,0,0,148000,4,0,0,0,0,1,1,148000,9,0,4,4,4,1,1,1,5,0,2,0,66513.515
98352,"H",2,4002,1,42,1000000,1001264,53,3,1,1,2,1,1,3,2,2,2,2,0,2,2,90,2,2,1800,3,2,4,900,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,150000,3,40,6,1,1,0,1,140600,4,0,0,0,0,1,1,140600,9,0,4,4,4,1,1,1,4,0,3,0,30809.92
98368,"H",2,1200,1,42,1000000,1001264,174,4,1,1,1,0,1,4,2,1,1,2,0,2,2,40,1,2,2,30,1,1,900,1,0,2,1,4300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,2,350,7,4,0,0,0,20000,4,0,1,0,0,4,1,20000,9,0,4,4,4,1,1,1,5,0,4,0,11080.526
98380,"H",2,500,1,42,1000000,1001264,22,2,1,1,3,1,1,3,2,2,2,2,0,2,1,70,2,2,1400,4,1,6,1300,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,140000,1,2,1,4,0,0,0,44800,4,0,0,0,0,1,1,44800,9,0,4,4,4,1,1,1,7,0,2,0,15398.129
98592,"H",2,1802,1,42,1000000,1001264,29,2,1,1,2,1,1,4,2,1,2,2,0,2,2,140,1,2,2,50,1,1,400,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,250000,2,510,1,2,0,0,0,75000,4,0,0,0,0,1,1,75000,9,0,4,4,4,1,1,1,5,0,2,0,70229.542
98605,"H",2,3302,1,42,1000000,1001264,80,4,1,1,1,0,1,3,3,2,2,2,0,2,2,100,2,2,2,60,1,1,60,1,0,1,1,750,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,95000,2,70,1,1,0,0,0,40700,2,0,0,0,0,3,1,40700,9,0,2,2,2,1,2,1,1,2,4,0,28935.722
98629,"H",2,2801,1,42,1000000,1001264,117,2,1,1,1,0,1,4,2,1,2,2,0,2,2,130,2,2,2,3,1,3,910,1,0,1,1,2300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,350000,2,450,7,0,0,0,0,0,0,0,0,0,0,1,5,248580,9,0,4,4,4,1,1,1,2,0,0,0,42866.831
98637,"H",2,900,1,42,1000000,1001264,27,2,1,1,2,1,1,2,2,2,2,2,0,2,1,190,2,2,2,3,2,3,300,1,0,2,2,280,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,125000,2,2,14,1,1,0,1,36400,4,0,1,0,0,1,1,36400,9,0,4,4,4,1,1,1,4,0,2,0,55981.989
98649,"H",2,3402,1,42,1000000,1001264,114,2,1,1,1,0,1,2,2,1,2,2,0,2,2,120,2,2,2,50,1,1,1500,1,0,1,1,1200,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,260000,2,200,1,1,1,0,1,95000,4,0,0,0,0,1,1,95000,9,0,4,4,4,1,1,1,2,0,2,0,64194.689
98657,"H",2,1400,1,42,1000000,1001264,25,2,1,1,2,1,1,1,1,2,2,2,0,2,2,70,2,2,2,3,2,1,430,1,20,2,0,0,0,3,2,1,5,0,0,1,9,1,1,0,1,1,2,1,0,30000,2,2,6,4,1,0,1,31400,4,0,1,0,0,1,1,31400,9,0,4,4,4,1,1,1,6,0,2,0,15999.143
98730,"H",2,803,1,42,1000000,1001264,85,2,1,1,1,0,1,3,2,2,2,2,0,2,1,40,2,2,4000,3,1,4,530,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,130000,1,500,1,1,1,0,1,133000,4,0,1,0,0,1,1,133000,9,0,4,4,4,1,1,1,4,0,2,0,8789.43
98777,"H",2,200,1,42,1000000,1001264,23,1,1,1,1,0,1,3,2,2,2,2,0,2,2,60,2,2,2,90,2,1,550,1,0,2,0,0,0,3,2,1,7,0,0,1,9,1,1,0,1,1,2,1,0,1e+05,1,520,1,0,0,0,1,0,0,0,0,0,0,1,6,28900,9,0,4,4,4,1,1,1,7,0,0,0,22338.882
98812,"H",2,4001,1,42,1000000,1001264,241,4,1,1,1,0,1,3,2,2,2,2,0,2,2,100,2,2,2,210,1,1,850,1,0,1,2,480,2,1,2,1,7,0,0,1,9,2,1,50,1,1,1,1,0,185000,2,720,1,1,0,0,0,339000,1,0,0,0,0,1,1,339000,9,0,1,1,1,1,1,1,5,2,4,0,26744.46
98814,"H",2,3208,1,42,1000000,1001264,253,2,1,1,1,0,1,3,3,2,2,2,0,2,2,40,1,2,2,260,2,1,1300,1,0,2,2,420,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,580,2,8,1,0,1,74400,4,0,1,0,0,1,3,74400,9,0,4,4,4,1,1,1,7,0,2,0,16086.269
98901,"H",2,3800,1,42,1000000,1001264,55,1,1,1,1,0,1,1,1,2,2,2,0,1,2,130,2,2,600,3,2,5,0,1,0,2,0,0,0,3,2,1,4,0,0,1,9,1,1,0,1,1,2,1,0,5000,2,70,5,0,0,0,0,0,0,0,0,0,0,1,6,1840,9,0,4,4,4,1,1,1,6,0,0,0,57939.67
98950,"H",2,2703,1,42,1000000,1001264,84,1,1,3,1,0,1,3,2,0,2,2,0,0,0,100,0,2,2,20,2,1,810,2,0,0,1,960,1,1,0,1,7,0,0,1,9,0,1,100,1,1,1,1,0,2e+05,1,370,1,0,0,0,0,0,0,0,0,0,0,1,4,116000,9,0,4,4,4,1,1,1,5,0,0,0,25926.618
98951,"H",2,1300,1,42,1000000,1001264,30,1,1,3,1,0,1,2,2,0,2,2,0,0,0,80,0,2,2,50,2,1,500,2,0,0,2,480,2,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,68000,1,2,1,0,0,0,0,0,0,0,1,0,0,1,6,2500,9,0,4,4,4,1,1,1,7,0,0,0,30053.632
99034,"H",2,900,1,42,1000000,1001264,27,2,1,1,1,0,1,1,2,2,2,2,0,2,1,100,2,1,800,3,2,4,750,1,0,2,2,320,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,44000,1,2,6,0,0,0,0,0,0,0,0,0,0,1,5,35150,9,0,4,4,4,1,1,1,4,0,0,0,34845.765
99076,"H",2,3701,1,42,1000000,1001264,36,1,1,1,1,0,1,3,2,2,2,2,0,2,2,130,2,2,600,3,1,4,200,1,0,1,2,130,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,2,1,0,0,0,0,0,0,0,0,0,0,1,6,22000,9,0,4,4,4,1,1,1,5,0,0,0,39668.132
99083,"H",2,1200,1,42,1000000,1001264,28,2,1,1,1,0,1,2,2,1,2,2,0,2,2,60,2,2,1800,3,1,4,200,1,0,1,1,670,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,80000,2,720,1,1,0,0,0,135000,4,0,0,0,0,1,1,135000,9,0,4,4,4,1,1,1,5,0,2,0,18010.755
