"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
91819,"H",2,3501,1,42,1000000,1001264,144,7,1,1,1,0,1,4,2,1,2,2,0,2,2,210,2,2,2,170,1,1,400,1,0,1,1,1600,1,1,2,1,8,0,0,1,9,2,1,1900,1,1,1,1,0,240000,3,1000,1,1,0,0,0,196200,2,0,0,0,0,2,1,196200,9,1,2,2,2,1,1,2,5,3,7,0,51817.217
91830,"H",2,3404,1,42,1000000,1001264,182,4,1,1,1,0,1,4,2,2,2,2,0,2,1,200,2,2,600,20,2,4,1000,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,350,1,7,1,0,1,10100,2,0,1,0,0,3,3,10100,9,1,2,4,2,1,1,2,7,0,4,0,65306.472
91927,"H",2,2802,1,42,1000000,1001264,93,1,1,3,0,0,1,1,7,0,0,2,0,0,0,40,0,2,2,40,2,1,0,2,0,0,0,0,0,0,0,1,4,2,1100,1,9,0,1,0,1,1,3,1,0,0,1,130,8,0,0,0,0,0,0,0,0,1191,15,1,6,94500,9,0,4,4,4,1,1,1,5,0,0,0,9014.371
91984,"H",2,2002,1,42,1000000,1001264,56,2,1,3,1,0,1,3,2,0,2,2,0,0,0,210,0,2,2,170,2,1,650,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,2,60,1,4,0,0,0,51000,4,0,0,0,0,1,1,51000,9,0,4,4,4,1,1,1,7,0,2,0,89686.583
92057,"H",2,1801,1,42,1000000,1001264,94,1,1,1,1,0,1,3,2,1,2,2,0,2,2,80,1,2,2,60,1,1,970,1,0,1,1,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,600,5,0,0,0,0,0,0,0,1,0,0,1,6,60000,9,0,4,4,4,1,1,1,5,0,0,0,21580.047
92060,"H",2,2802,1,42,1000000,1001264,259,1,1,1,1,0,1,3,2,2,2,2,0,2,2,50,2,2,1600,3,2,4,700,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,2,3,0,0,0,1,0,0,0,0,0,0,1,6,114310,9,0,4,4,4,1,1,1,7,0,0,0,14186.422
92168,"H",2,3402,1,42,1000000,1001264,141,1,1,3,1,0,1,2,2,0,2,2,0,0,0,180,0,2,1500,3,2,4,250,2,0,0,1,300,1,1,0,1,10,0,0,1,9,0,1,0,1,1,1,1,0,275000,2,1100,3,0,0,0,0,0,0,0,1,0,0,1,6,20000,9,0,4,4,4,1,1,1,7,0,0,0,69271.497
92187,"H",2,2401,1,42,1000000,1001264,334,1,1,1,0,0,1,2,6,2,0,2,0,2,2,70,2,2,2,30,1,1,0,1,0,1,0,0,0,0,2,1,4,2,790,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,890,31,1,4,35000,9,0,4,4,4,1,1,1,3,0,0,0,23177.276
92192,"H",2,3203,1,42,1000000,1001264,175,1,1,1,0,0,1,1,9,1,0,2,0,1,1,70,2,2,2,2,1,1,0,1,0,1,0,0,0,0,2,1,3,2,1000,1,9,2,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1070,46,1,4,28000,9,0,4,4,4,1,1,1,3,0,0,0,20976.814
92212,"H",2,801,1,42,1000000,1001264,42,4,1,1,1,0,1,4,2,1,2,2,0,2,2,200,2,2,1300,3,1,4,900,1,0,1,1,1200,1,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,187000,2,1800,5,1,0,0,0,130000,1,0,0,0,0,1,1,130000,9,0,1,1,1,1,1,1,4,2,4,0,82212.653
92213,"H",2,3503,1,42,1000000,1001264,141,2,1,3,1,0,1,3,1,0,2,2,0,0,0,90,0,2,2,300,2,2,400,2,4900,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,49000,1,1,6,4,0,0,0,24700,4,0,0,0,0,1,1,24700,9,0,4,4,4,1,1,1,6,0,2,0,34622.524
92351,"H",2,3207,1,42,1000000,1001264,93,1,1,3,1,0,1,2,3,0,2,2,0,0,0,60,0,2,2,100,2,1,0,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,23000,0,590,1,0,0,0,0,0,0,0,0,0,0,1,6,11100,9,0,4,4,4,1,1,1,7,0,0,0,19286.212
92358,"H",2,1806,1,42,1000000,1001264,92,2,1,1,1,0,1,3,2,2,2,2,0,2,2,60,2,2,2,80,2,1,550,1,0,1,1,670,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,90000,2,920,1,1,0,0,0,105000,4,0,1,0,0,1,1,105000,9,0,4,4,4,1,1,1,6,0,2,0,9152.523
92530,"H",2,2600,1,42,1000000,1001264,20,1,1,3,1,0,1,4,2,0,2,2,0,0,0,80,0,1,700,3,2,5,0,2,0,0,0,0,0,3,0,1,9,0,0,1,9,0,1,0,1,1,2,1,0,30000,1,1600,1,0,0,0,0,0,0,0,1,0,0,1,4,16100,9,0,4,4,4,1,1,1,7,0,0,0,17935.253
92567,"H",2,803,1,42,1000000,1001264,71,3,1,1,2,1,1,3,2,2,2,2,0,2,2,270,2,2,2,20,1,3,600,1,0,1,2,1000,2,1,2,1,8,0,0,1,9,2,1,430,1,1,1,1,0,250000,2,2,7,1,0,0,0,103000,4,0,0,0,0,1,1,103000,9,0,4,4,4,1,1,1,6,0,3,0,95913.685
92574,"H",2,3002,1,42,1000000,1001264,88,1,1,3,0,0,1,2,4,0,0,2,0,0,0,70,0,2,800,3,2,4,0,2,0,0,0,0,0,0,0,1,4,2,970,1,9,0,1,0,1,1,3,1,0,0,1,70,3,0,0,1,1,0,0,0,0,1113,36,1,6,37000,9,0,4,4,4,1,1,1,4,0,0,0,31612
92590,"H",2,1300,1,42,1000000,1001264,19,2,1,1,2,1,1,4,2,2,2,2,0,1,2,140,2,2,2,100,2,1,650,1,0,2,1,150,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,160000,3,2,1,3,1,0,1,19690,4,0,1,0,0,1,1,19690,9,0,4,4,4,1,1,1,7,0,2,0,37813.438
92618,"H",2,2600,1,42,1000000,1001264,37,2,1,1,0,0,1,1,6,2,0,2,0,2,2,40,2,1,2,3,2,5,0,1,0,1,0,0,0,0,2,1,4,2,480,1,9,2,1,0,1,1,3,1,0,0,1,2,1,0,0,1,0,0,0,0,0,520,39,1,7,15900,9,0,4,4,4,1,1,1,5,0,0,0,9178.879
92635,"H",2,2802,1,42,1000000,1001264,146,2,1,3,0,0,1,1,8,0,0,1,0,0,0,130,0,1,2,3,1,3,0,1,0,0,0,0,0,0,0,1,3,2,230,1,9,0,1,0,1,1,3,1,0,0,0,2,1,2,1,1,1,33000,4,0,0,360,13,2,1,33000,9,0,4,4,4,1,1,1,3,0,2,0,38860.466
92687,"H",2,1100,1,42,1000000,1001264,15,3,1,1,2,1,1,3,2,2,2,2,0,2,1,150,2,2,1500,3,1,5,480,1,0,2,1,1200,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,180000,6,2,5,1,1,0,1,119900,1,0,1,0,0,1,1,119900,9,0,1,1,1,1,1,1,5,1,3,0,31133.932
92733,"H",2,3206,1,42,1000000,1001264,179,2,1,1,1,0,1,3,2,1,2,2,0,2,1,180,2,2,2,3,1,3,700,1,0,2,2,500,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,70000,3,800,1,1,0,0,0,14000,4,0,0,0,0,1,1,14000,9,0,4,4,4,1,1,1,5,0,2,0,65494.344
92957,"H",2,3208,1,42,1000000,1001264,260,1,1,1,1,0,1,2,3,2,2,2,0,2,2,80,1,2,2,70,1,1,850,1,0,2,1,450,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,80000,1,600,2,0,0,0,0,0,0,0,0,0,0,1,4,60000,9,0,4,4,4,1,1,1,6,0,0,0,18124.505
93000,"H",2,300,1,42,1000000,1001264,99,3,1,1,3,1,1,3,1,1,2,2,0,2,2,150,2,2,2,3,1,1,0,1,0,1,0,0,0,0,2,1,5,0,0,1,9,1,1,0,1,1,4,1,0,0,2,700,7,1,0,0,0,79000,1,0,0,0,0,1,1,79000,9,0,1,1,1,1,1,1,3,1,3,0,58138.644
93149,"H",2,3001,1,42,1000000,1001264,25,1,1,1,0,0,1,2,5,2,0,2,0,2,2,20,2,2,1,3,2,4,0,1,0,1,0,0,0,0,2,1,5,2,880,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,900,30,1,6,35500,9,0,4,4,4,1,1,1,3,0,0,0,4855.276
93177,"H",2,2001,1,42,1000000,1001264,70,2,1,1,1,0,1,2,1,2,2,2,0,2,1,70,2,2,1200,3,2,4,0,1,300,1,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,10000,1,900,6,2,0,0,0,41100,4,0,0,0,0,1,1,41100,9,0,4,4,4,1,1,1,4,0,2,0,34724.063
93178,"H",2,3501,1,42,1000000,1001264,94,2,1,1,2,1,1,3,2,1,2,2,0,2,1,200,2,2,2,3,1,3,350,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,250000,3,300,5,4,0,0,0,119100,4,0,0,0,0,1,1,119100,9,0,4,4,4,1,1,1,5,0,2,0,85579.071
93252,"H",2,101,1,42,1000000,1001264,120,3,1,1,1,0,1,3,2,1,2,2,0,2,2,80,2,2,2,50,1,1,550,1,0,1,1,400,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,130,4,4,1,0,1,171600,4,0,1,0,0,1,1,171600,9,0,4,4,4,1,1,1,7,0,3,0,22316.917
93295,"H",2,3106,1,42,1000000,1001264,305,1,1,1,1,0,1,3,2,1,2,2,0,2,2,260,2,2,2,2,1,1,1200,1,0,1,1,2500,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,320000,1,600,2,0,0,0,0,0,0,0,0,0,0,1,6,117000,9,0,4,4,4,1,1,1,5,0,0,0,66375.618
93307,"H",2,3104,1,42,1000000,1001264,66,1,1,3,0,0,1,0,9,0,0,2,0,0,0,30,0,2,30,30,2,3,0,2,0,0,0,0,0,0,0,1,1,0,0,1,9,0,1,0,1,1,4,1,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,1,6,23000,9,0,4,4,4,1,1,1,3,0,0,0,5327.988
93315,"H",2,1805,1,42,1000000,1001264,13,1,1,1,1,0,1,3,2,1,2,2,0,2,1,100,2,2,1500,3,1,4,480,1,0,2,2,430,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,75000,1,600,3,0,0,0,0,0,0,0,1,0,0,1,6,39500,9,0,4,4,4,1,1,1,5,0,0,0,20723.828
93463,"H",2,1100,1,42,1000000,1001264,22,2,1,1,2,1,1,2,2,2,2,2,0,2,2,170,2,2,230,3,1,3,650,1,0,2,2,150,2,1,2,1,6,0,0,1,9,1,1,0,1,1,1,1,0,175000,3,2,6,1,0,0,0,72000,4,0,0,0,0,1,1,72000,9,0,4,4,4,1,1,1,6,0,2,0,63720.535
93520,"H",2,2600,1,42,1000000,1001264,28,2,1,1,1,0,1,3,2,1,2,2,0,2,2,120,2,2,2700,3,1,4,610,1,0,1,2,700,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,140000,2,1200,1,4,1,0,1,79300,4,0,1,0,0,1,1,79300,9,0,4,4,4,1,1,1,6,0,2,0,24516.305
93615,"H",2,2600,1,42,1000000,1001264,56,2,1,1,1,0,1,4,2,2,2,2,0,2,1,180,2,2,4000,350,2,4,700,1,0,2,2,380,2,1,2,1,9,0,0,1,9,2,1,150,1,1,1,1,0,50000,1,1200,1,3,0,0,0,41900,4,0,0,0,0,1,1,41900,9,0,4,4,4,1,1,1,7,0,2,0,70443.177
93684,"H",2,1801,1,42,1000000,1001264,178,2,1,3,1,0,1,3,2,0,2,2,0,0,0,70,0,2,2,90,1,1,850,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,115000,1,830,3,4,0,0,0,27600,4,0,0,0,0,1,1,27600,9,0,4,4,4,1,1,1,7,0,2,0,26699.962
93715,"H",2,400,1,42,1000000,1001264,14,1,1,1,2,1,1,3,2,2,2,2,0,1,1,100,2,2,40,60,2,1,1500,1,0,1,0,0,0,3,2,1,8,0,0,1,9,1,1,0,1,1,2,1,0,90000,1,300,2,0,0,0,0,0,0,0,0,0,0,1,6,7200,9,0,4,4,4,1,1,1,7,0,0,0,28716.273
93727,"H",2,3601,1,42,1000000,1001264,54,2,1,1,1,0,1,2,2,1,2,2,0,2,1,60,2,2,2,200,1,1,800,1,0,1,0,0,0,3,2,1,4,0,0,1,9,1,1,0,1,1,2,1,0,130000,2,30,4,1,1,0,1,106000,4,0,1,0,0,3,1,106000,9,0,4,4,4,1,1,1,6,0,2,0,17593.864
93782,"H",2,1600,1,42,1000000,1001264,121,2,1,1,2,1,1,4,2,2,2,2,0,2,1,160,2,2,1000,3,1,4,1200,1,0,2,1,1100,1,1,2,1,8,0,0,1,9,2,1,1000,1,1,1,1,0,4e+05,3,2,5,1,0,0,0,105000,4,0,1,0,0,1,1,105000,9,0,4,4,4,1,1,1,7,0,2,0,52001.723
93844,"H",2,3004,1,42,1000000,1001264,106,1,1,1,1,0,1,2,2,1,2,2,0,2,2,100,1,1,330,3,1,4,720,1,0,1,2,450,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,1,60,3,0,0,0,0,0,0,0,0,0,0,1,4,8700,9,0,4,4,4,1,1,1,5,0,0,0,20792.118
93932,"H",2,2003,1,42,1000000,1001264,46,1,1,1,1,0,1,4,2,1,2,2,0,2,2,150,2,2,1,2,1,3,1000,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,450000,1,1,5,0,0,0,1,0,0,0,1,0,0,1,6,17000,9,0,4,4,4,1,1,1,1,0,0,0,62248.673
93933,"H",2,500,1,42,1000000,1001264,90,4,1,1,3,1,1,4,2,2,2,2,0,2,1,120,2,2,2000,3,1,4,800,1,0,1,2,500,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,2,2,1,1,0,0,0,86300,2,0,0,0,0,1,1,86300,9,0,2,2,2,1,1,1,5,2,4,0,39973.788
93936,"H",2,3702,1,42,1000000,1001264,527,4,1,1,1,0,1,3,2,2,2,2,0,2,1,130,2,2,1300,3,1,4,0,1,0,2,0,0,0,0,2,1,6,2,900,1,9,2,1,0,1,1,3,1,0,0,2,2,2,7,1,1,1,37100,3,0,0,1138,37,1,3,37100,9,1,3,2,3,1,1,2,3,1,4,0,45989.067
94013,"H",2,2701,1,42,1000000,1001264,213,1,1,3,0,0,1,2,4,0,0,2,0,0,0,50,0,2,5400,3,2,4,600,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,250000,0,840,1,0,0,0,1,0,0,0,0,0,0,1,6,28000,9,0,4,4,4,1,1,1,7,0,0,0,12991.252
94051,"H",2,900,1,42,1000000,1001264,74,2,1,1,2,1,1,3,2,1,2,2,0,2,2,120,2,2,1000,3,1,3,1000,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,180000,3,2,7,1,1,0,1,60000,4,0,1,0,0,1,1,60000,9,0,4,4,4,1,1,1,5,0,2,0,52280.597
94096,"H",2,102,1,42,1000000,1001264,178,1,1,1,0,0,1,0,8,2,0,2,0,2,2,50,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,1,2,500,1,9,2,1,0,1,1,3,1,0,0,1,1,16,0,0,0,0,0,0,0,0,550,33,1,4,20000,9,0,4,4,4,1,1,1,2,0,0,0,15846
94139,"H",2,3103,1,42,1000000,1001264,59,1,1,1,0,0,1,2,7,1,0,2,390,2,1,80,2,2,2,3,1,3,200,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,250000,1,1,5,0,0,0,0,0,0,0,0,0,0,1,6,31100,9,0,4,4,4,1,1,1,6,0,0,0,29112.285
94151,"H",2,1200,1,42,1000000,1001264,128,2,1,1,1,0,1,3,2,2,2,2,0,2,1,70,2,2,350,3,1,4,500,1,0,2,2,950,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,1100,3,1,1,0,1,43900,4,0,0,0,0,1,1,43900,9,0,4,4,4,1,1,1,5,0,2,0,19249.819
94167,"H",2,3205,1,42,1000000,1001264,98,3,1,1,1,0,1,3,3,2,2,2,0,2,2,100,2,2,400,40,2,4,1700,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,98000,1,60,1,7,1,0,1,76500,4,0,1,0,0,1,3,76500,9,0,4,4,4,1,1,1,6,0,3,0,37867.865
94182,"H",2,3603,1,42,1000000,1001264,72,3,1,1,0,0,1,2,6,1,0,2,0,2,2,160,2,1,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,630,1,9,2,1,0,1,1,3,1,0,0,2,340,5,8,0,0,0,27300,2,0,0,818,36,1,3,27300,9,0,2,2,2,1,1,1,3,2,3,0,22081
94234,"H",2,1801,1,42,1000000,1001264,99,2,1,1,2,1,1,3,2,1,2,2,0,2,2,70,2,2,1000,50,1,1,1000,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,95000,2,720,3,0,0,0,0,34000,4,0,0,0,0,1,1,34000,9,0,4,4,4,1,1,1,6,0,2,0,54632.698
94287,"H",2,1200,1,42,1000000,1001264,43,2,1,3,1,0,1,3,1,0,2,2,0,0,0,90,0,2,860,240,2,2,460,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,85000,2,430,4,4,0,0,0,24000,4,0,1,0,0,1,1,24000,9,0,4,4,4,1,1,1,7,0,2,0,31750
94303,"H",2,2100,1,42,1000000,1001264,46,1,1,1,1,0,1,2,2,2,2,2,0,2,2,90,2,2,2,30,2,1,450,1,0,1,1,240,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,50000,2,60,1,0,0,0,0,0,0,0,1,0,0,1,4,57000,9,0,4,4,4,1,1,1,3,0,0,0,36457.11
94364,"H",2,3201,1,42,1000000,1001264,127,2,1,1,1,0,1,3,3,2,2,2,0,2,2,150,2,2,2,280,1,1,820,1,0,1,1,1400,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,600,5,1,1,0,1,97000,4,0,0,0,0,1,1,97000,9,0,4,4,4,1,1,1,4,0,2,0,68800.705
94370,"H",2,102,1,42,1000000,1001264,93,5,1,1,2,3,1,5,2,2,2,2,0,2,2,160,2,2,2,50,1,1,1200,1,0,1,2,350,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,3,500,3,3,1,0,1,156520,4,0,0,0,0,1,1,156520,9,0,4,4,4,1,1,1,5,0,5,0,53892.522
94439,"H",2,1900,1,42,1000000,1001264,36,2,1,1,1,0,1,3,2,2,2,2,0,2,2,160,2,2,2,100,2,1,960,1,0,1,1,590,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,85000,2,800,1,2,0,0,0,38000,4,0,0,0,0,1,1,38000,9,0,4,4,4,1,1,1,5,0,2,0,44850.74
94448,"H",2,300,1,42,1000000,1001264,71,1,1,1,2,1,1,2,2,1,2,2,0,2,2,60,2,2,2,280,2,2,600,1,0,1,2,350,2,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,65000,1,950,5,0,0,0,0,0,0,0,0,0,0,1,6,32000,9,0,4,4,4,1,1,1,4,0,0,0,15171.232
94593,"H",2,500,1,42,1000000,1001264,44,1,1,1,3,1,1,2,2,2,2,2,0,1,1,180,2,2,2000,3,2,2,800,1,0,2,2,680,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,150000,1,2,8,0,0,0,0,0,0,0,0,0,0,1,4,13000,9,0,4,4,4,1,1,1,5,0,0,0,68667.741
94639,"H",2,1900,1,42,1000000,1001264,59,5,1,1,3,1,1,3,2,1,2,2,0,2,1,50,2,2,2,3,1,1,600,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,175000,4,2,1,2,0,0,0,27310,3,0,0,0,0,1,1,27310,9,0,3,3,3,1,1,1,3,3,5,0,11438.203
94713,"H",2,3101,1,42,1000000,1001264,98,1,1,1,1,0,1,3,3,1,2,2,0,2,2,250,1,2,2,50,1,1,2000,1,0,2,1,1700,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,190000,1,540,1,0,0,0,0,0,0,0,0,0,0,1,4,75000,9,0,4,4,4,1,1,1,4,0,0,0,97150.142
94732,"H",2,1000,1,42,1000000,1001264,51,2,1,3,1,0,1,3,2,0,2,2,0,0,0,120,0,2,2,370,2,1,570,2,0,0,2,480,2,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,150000,1,480,2,4,1,0,1,45600,4,0,1,0,0,1,1,45600,9,0,4,4,4,1,1,1,7,0,2,0,38156.963
94751,"H",2,3101,1,42,1000000,1001264,89,2,1,1,2,1,1,3,2,2,2,2,0,2,2,220,2,2,600,3,1,6,0,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,220000,3,2,6,7,1,0,1,46500,4,0,0,0,0,1,3,46500,9,0,4,4,4,1,1,1,6,0,2,0,67056.939
94754,"H",2,702,1,42,1000000,1001264,29,1,1,1,0,0,1,2,5,2,0,2,0,2,1,100,2,2,2,240,1,1,0,1,0,1,0,0,0,0,2,1,3,2,530,1,9,2,1,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0,0,0,870,27,1,6,39000,9,0,4,4,4,1,1,1,3,0,0,0,33742.206
94785,"H",2,3800,1,42,1000000,1001264,51,2,1,1,2,1,1,3,2,2,2,2,0,2,2,90,2,2,2400,3,1,4,900,2,0,2,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,75000,1,2,4,2,1,0,1,40800,4,0,0,0,0,1,1,40800,9,0,4,4,4,1,1,1,5,0,2,0,18235.684
94850,"H",2,2701,1,42,1000000,1001264,30,3,1,1,2,1,1,4,2,2,2,1,0,2,2,110,2,2,1700,3,2,4,760,1,0,1,2,780,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,205000,4,2,7,1,0,0,0,94208,2,0,1,0,0,1,1,94208,9,0,2,2,2,1,1,1,5,1,3,0,45754
94996,"H",2,3105,1,42,1000000,1001264,80,4,1,1,1,0,1,4,2,1,2,2,0,2,2,270,2,2,2,2,1,1,1300,1,0,1,2,530,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,350000,2,670,4,2,0,0,0,110500,2,0,0,0,0,1,1,110500,9,0,2,2,2,1,1,1,5,2,4,0,109924.375
95001,"H",2,1600,1,42,1000000,1001264,21,4,1,1,1,0,1,3,2,1,2,2,0,2,2,80,1,2,2,130,1,1,800,1,0,1,2,270,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,130000,2,650,3,1,0,0,0,83540,2,0,0,0,0,1,1,83540,9,0,2,2,2,1,1,1,5,2,4,0,22622.313
95030,"H",2,2500,1,42,1000000,1001264,37,2,1,1,1,0,1,4,2,2,2,2,0,2,2,110,2,2,1700,3,1,4,550,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,125000,2,880,3,1,0,0,0,96000,4,0,0,0,0,1,1,96000,9,0,4,4,4,1,1,1,5,0,2,0,22542.009
95098,"H",2,1300,1,42,1000000,1001264,18,2,1,1,2,1,1,2,1,2,2,2,0,2,2,140,2,2,2,170,2,1,390,1,1500,1,2,500,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,40000,2,2,7,2,0,0,0,30000,4,0,1,0,0,1,1,30000,9,0,4,4,4,1,1,1,4,0,2,0,63509
95106,"H",2,2600,1,42,1000000,1001264,14,1,1,3,1,0,1,3,2,0,2,2,0,0,0,90,0,2,4100,3,2,4,500,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,60000,0,630,1,0,0,0,0,0,0,0,0,0,0,1,6,21300,9,0,4,4,4,1,1,1,7,0,0,0,35574.98
95112,"H",2,2701,1,42,1000000,1001264,34,1,1,1,2,1,1,3,2,2,2,2,0,2,2,60,2,2,1500,3,2,4,700,1,0,1,2,950,2,1,2,1,8,0,0,1,9,2,1,50,1,1,1,1,0,225000,1,2,5,0,0,0,1,0,0,0,1,0,0,1,4,138000,9,0,4,4,4,1,1,1,6,0,0,0,18614.296
95164,"H",2,2600,1,42,1000000,1001264,29,2,1,3,2,1,1,2,2,0,2,2,0,0,0,60,0,2,1400,3,2,5,1100,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,150000,2,560,6,4,1,0,1,50500,4,0,1,0,0,1,1,50500,9,0,4,4,4,1,1,1,3,0,2,0,16177.218
95324,"H",2,1805,1,42,1000000,1001264,208,1,1,3,1,0,1,1,2,0,2,2,0,0,0,50,0,2,2,20,2,3,0,2,0,0,0,0,0,0,0,1,5,2,500,1,9,0,1,0,1,1,3,1,0,0,1,480,3,0,0,0,0,0,0,0,0,610,31,1,4,24000,9,0,4,4,4,1,1,1,4,0,0,0,15179.056
95403,"H",2,3701,1,42,1000000,1001264,30,5,1,1,1,0,1,4,2,2,2,2,0,2,2,170,2,2,300,3,1,6,430,1,0,1,2,250,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,170000,5,1200,6,1,1,0,1,91600,2,0,0,0,0,1,1,91600,9,0,2,2,2,1,1,1,7,1,5,0,65506.527
95498,"H",2,702,1,42,1000000,1001264,79,2,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,2,110,1,1,100,1,0,1,1,650,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,800,1,5,1,0,1,47000,1,0,1,0,0,1,2,47000,9,0,1,1,1,1,1,1,5,1,2,0,27503.443
95514,"H",2,3204,1,42,1000000,1001264,55,2,1,1,1,0,1,4,2,2,2,1,0,2,1,180,2,2,2,50,1,1,1500,1,0,1,1,1300,1,2,2,1,8,0,0,1,9,2,1,70,1,1,1,1,0,3e+05,3,500,1,8,0,0,0,75600,4,0,0,0,0,1,3,75600,9,0,4,4,4,1,1,1,5,0,2,0,56918.074
95565,"H",2,2801,1,42,1000000,1001264,95,2,1,1,2,1,1,3,1,2,2,2,0,2,2,160,2,2,1200,60,2,5,500,1,250,1,2,1000,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,149000,2,2,6,3,0,0,0,177050,4,0,0,0,0,1,1,177050,9,0,4,4,4,1,1,1,6,0,2,0,37206
